# theta, gamma_t
2.805046135754908576e+00 -1.416623594672231555e-05
3.531343861556885511e+00 -6.228345544793542160e-06
4.445698525097306231e+00 -1.926804885708361030e-05
5.596802846420849242e+00 -8.905291887141737411e-06
7.045957328161134292e+00 -6.843151174556493122e-06
8.870334730839386950e+00 9.673755148349489140e-07
1.116708980377407912e+01 -6.702135820163113648e-06
1.405853312975872704e+01 -5.994925807441554144e-06
1.769864460960344488e+01 -5.376479782076665623e-06
2.228127345334363341e+01 -3.188819740572896133e-06
2.805046135754907866e+01 1.602921796991358374e-07
3.531343861556884889e+01 -3.029397594330074885e-06
4.445698525097307652e+01 -2.981059175587740028e-06
5.596802846420851552e+01 -1.650266044391081851e-06
7.045957328161131272e+01 -1.536658293974708816e-06
8.870334730839388726e+01 -3.886840471433501037e-06
1.116708980377407130e+02 -8.989456462102751773e-06
1.405853312975872882e+02 -1.042121508774103826e-05
1.769864460960343422e+02 -1.600894475372599551e-05
2.228127345334363838e+02 -1.652269721144783855e-05
2.805046135754906231e+02 -1.629311646176044692e-05
3.531343861556885599e+02 -1.460545277774035283e-05
4.445698525097302536e+02 -7.461224494284778347e-06
5.596802846420847573e+02 2.211169286647221128e-06
7.045957328161139230e+02 -7.051213075645558145e-06
8.870334730839383610e+02 -1.374050252870851156e-05
