# theta, gamma_t
2.805046135754908576e+00 -1.169361341620470723e-05
3.531343861556885511e+00 -1.118517923361410611e-05
4.445698525097306231e+00 -1.028103352839738125e-05
5.596802846420849242e+00 -1.477008303123760906e-05
7.045957328161134292e+00 -7.899956708162112620e-06
8.870334730839386950e+00 -5.155681856342091908e-06
1.116708980377407912e+01 -3.912438446972215874e-06
1.405853312975872704e+01 -7.818002647930161092e-06
1.769864460960344488e+01 -5.427413927244922254e-06
2.228127345334363341e+01 -3.439026747023858969e-06
2.805046135754907866e+01 -3.351114148926994400e-07
3.531343861556884889e+01 -2.012741056761268401e-06
4.445698525097307652e+01 -3.985796207575680359e-06
5.596802846420851552e+01 -1.481459685514972422e-06
7.045957328161131272e+01 -2.042742775402713127e-06
8.870334730839388726e+01 -3.710798790839829951e-06
1.116708980377407130e+02 -8.831490482881652931e-06
1.405853312975872882e+02 -1.031999811090347457e-05
1.769864460960343422e+02 -1.625502334370815754e-05
2.228127345334363838e+02 -1.677113429728609346e-05
2.805046135754906231e+02 -1.652838895171084387e-05
3.531343861556885599e+02 -1.477947626170958479e-05
4.445698525097302536e+02 -7.629125155076887958e-06
5.596802846420847573e+02 2.082967088771492267e-06
7.045957328161139230e+02 -6.996987107875793968e-06
8.870334730839383610e+02 -1.358422569365042837e-05
