# theta, gamma_t
2.805046135754908576e+00 1.419925365677302345e-04
3.531343861556885511e+00 -1.266590678552782316e-06
4.445698525097306231e+00 1.930571675798662418e-05
5.596802846420849242e+00 8.058859058080569316e-06
7.045957328161134292e+00 6.531055875451244937e-05
8.870334730839386950e+00 5.125248209920223728e-05
1.116708980377407912e+01 4.547120092267476410e-05
1.405853312975872704e+01 1.241970251000962300e-05
1.769864460960344488e+01 2.183296579410150273e-05
2.228127345334363341e+01 2.352790380373641807e-05
2.805046135754907866e+01 1.773382895877054138e-05
3.531343861556884889e+01 2.089288878725486923e-05
4.445698525097307652e+01 2.759298265107652242e-05
5.596802846420851552e+01 2.184182619964208030e-05
7.045957328161131272e+01 1.862527068730545477e-05
8.870334730839388726e+01 7.172489336989424909e-06
1.116708980377407130e+02 1.145713858366038993e-05
1.405853312975872882e+02 1.995359999012622318e-06
1.769864460960343422e+02 2.137317532876864095e-06
2.228127345334363838e+02 1.567309056817542688e-06
2.805046135754906231e+02 -2.134714960858071615e-06
3.531343861556885599e+02 2.004792739732483471e-06
4.445698525097302536e+02 5.454576779320418150e-06
5.596802846420847573e+02 3.462117683790810865e-06
7.045957328161139230e+02 2.997267914613185310e-06
8.870334730839383610e+02 1.304902790531249060e-07
