# theta, gamma_t
2.805046135754908576e+00 1.761137088058919092e-05
3.531343861556885511e+00 -9.514696832897208726e-05
4.445698525097306231e+00 -1.663372407530437522e-05
5.596802846420849242e+00 -3.560939154589710199e-05
7.045957328161134292e+00 2.343563089295786590e-05
8.870334730839386950e+00 9.788628422736965831e-06
1.116708980377407912e+01 2.720713560017227751e-05
1.405853312975872704e+01 1.297437239249394858e-05
1.769864460960344488e+01 2.271422165654146913e-05
2.228127345334363341e+01 2.216216226356570470e-05
2.805046135754907866e+01 1.435309578973711065e-05
3.531343861556884889e+01 1.664056695858345426e-05
4.445698525097307652e+01 1.367932345749127436e-05
5.596802846420851552e+01 1.540182868828330833e-05
7.045957328161131272e+01 1.138306927874944041e-05
8.870334730839388726e+01 9.382238078825477646e-06
1.116708980377407130e+02 4.490634521028639044e-06
1.405853312975872882e+02 -6.591804002564379797e-08
1.769864460960343422e+02 5.519991777539476779e-06
2.228127345334363838e+02 3.128638716701935611e-06
2.805046135754906231e+02 -1.572019562743983730e-06
3.531343861556885599e+02 4.960009036019701252e-06
4.445698525097302536e+02 2.317063204635742854e-06
5.596802846420847573e+02 1.068026856949895562e-06
7.045957328161139230e+02 2.555270244842716860e-06
8.870334730839383610e+02 -1.073629654647042091e-06
