# theta, gamma_t
2.805046135754908576e+00 9.385880054515589833e-04
3.531343861556885511e+00 8.744658495061654420e-04
4.445698525097306231e+00 6.393004358108095135e-04
5.596802846420849242e+00 4.635298055477389870e-04
7.045957328161134292e+00 3.191134257438589419e-04
8.870334730839386950e+00 3.268705649823185717e-04
1.116708980377407912e+01 2.546561996968567843e-04
1.405853312975872704e+01 2.116672205775598707e-04
1.769864460960344488e+01 1.920100032008729702e-04
2.228127345334363341e+01 1.637373886625228820e-04
2.805046135754907866e+01 1.446011711392212367e-04
3.531343861556884889e+01 1.353966632089704375e-04
4.445698525097307652e+01 1.131062446564792909e-04
5.596802846420851552e+01 9.006150001585774248e-05
7.045957328161131272e+01 7.683859255343660085e-05
8.870334730839388726e+01 6.825480017072731284e-05
1.116708980377407130e+02 5.744026399572052641e-05
1.405853312975872882e+02 4.113206385104428952e-05
1.769864460960343422e+02 3.134721408777471272e-05
2.228127345334363838e+02 2.004301162847659456e-05
2.805046135754906231e+02 1.434582191485122790e-05
3.531343861556885599e+02 1.120772125844843968e-05
4.445698525097302536e+02 9.865117267186376745e-06
5.596802846420847573e+02 5.987647302072904892e-06
7.045957328161139230e+02 5.737881295897196950e-06
8.870334730839383610e+02 2.868631742815358254e-06
