# theta, gamma_x
2.805046135754908576e+00 8.664335551324148598e-06
3.531343861556885511e+00 6.931183901247818084e-07
4.445698525097306231e+00 7.584283219652709791e-06
5.596802846420849242e+00 1.079869764864849053e-05
7.045957328161134292e+00 3.830947626166007235e-06
8.870334730839386950e+00 -1.299836378438978281e-06
1.116708980377407912e+01 2.457347804697852174e-06
1.405853312975872704e+01 -8.597229849717725743e-08
1.769864460960344488e+01 -4.607079842334281388e-06
2.228127345334363341e+01 -4.273502955966963135e-06
2.805046135754907866e+01 -2.828325301934028601e-06
3.531343861556884889e+01 8.648040355072539264e-07
4.445698525097307652e+01 3.446234561845194083e-06
5.596802846420851552e+01 2.059627506848904658e-06
7.045957328161131272e+01 3.999554882093649893e-06
8.870334730839388726e+01 5.665417507165802551e-06
1.116708980377407130e+02 2.099269817212833600e-06
1.405853312975872882e+02 3.954460535425627799e-06
1.769864460960343422e+02 -1.921749528668025075e-06
2.228127345334363838e+02 -8.415992939527363015e-06
2.805046135754906231e+02 -1.109407214302209027e-05
3.531343861556885599e+02 -7.498405011006495614e-06
4.445698525097302536e+02 -6.000573418761749132e-06
5.596802846420847573e+02 -8.225326928911353349e-06
7.045957328161139230e+02 -6.230179377905359765e-06
8.870334730839383610e+02 3.331686148829575969e-06
