# theta, gamma_x
2.805046135754908576e+00 5.738688445114342793e-06
3.531343861556885511e+00 6.375755381764778257e-06
4.445698525097306231e+00 5.187080425604472672e-06
5.596802846420849242e+00 -5.424391497675256724e-08
7.045957328161134292e+00 -3.263663871058051512e-06
8.870334730839386950e+00 -3.459310865870547415e-06
1.116708980377407912e+01 9.227659076688082941e-07
1.405853312975872704e+01 -2.259274706346595776e-06
1.769864460960344488e+01 5.743174474065751004e-07
2.228127345334363341e+01 1.074792854125743716e-06
2.805046135754907866e+01 -4.553489738851854625e-06
3.531343861556884889e+01 -2.353614808937138341e-06
4.445698525097307652e+01 -7.466336736763433599e-07
5.596802846420851552e+01 -2.252959748888167790e-06
7.045957328161131272e+01 3.301843700465152702e-07
8.870334730839388726e+01 -2.764268002214748813e-06
1.116708980377407130e+02 -5.421068423389736780e-06
1.405853312975872882e+02 -6.840759092749646235e-06
1.769864460960343422e+02 -5.756785191280400781e-06
2.228127345334363838e+02 -6.332949888545809063e-06
2.805046135754906231e+02 -4.210163070067059619e-06
3.531343861556885599e+02 -2.517749883351966597e-06
4.445698525097302536e+02 -1.360035986712051039e-06
5.596802846420847573e+02 -3.064884225500302478e-06
7.045957328161139230e+02 -6.816077031317014848e-06
8.870334730839383610e+02 -3.049287343736219974e-06
