# theta, gamma_t
2.805046135754908576e+00 7.510281023571464324e-07
3.531343861556885511e+00 -1.236227854645150000e-06
4.445698525097306231e+00 6.203680832647267772e-07
5.596802846420849242e+00 -2.067847738322955324e-07
7.045957328161134292e+00 -4.741550504822699569e-07
8.870334730839386950e+00 -6.937131721488036261e-07
1.116708980377407912e+01 7.321324496058416606e-08
1.405853312975872704e+01 -2.357210719893545098e-07
1.769864460960344488e+01 3.583289745950623940e-08
2.228127345334363341e+01 -7.336975476076818257e-08
2.805046135754907866e+01 1.859442349575667656e-07
3.531343861556884889e+01 2.945220292499800902e-07
4.445698525097307652e+01 3.355797969092493229e-08
5.596802846420851552e+01 1.704738129396004678e-07
7.045957328161131272e+01 3.226558088771437964e-07
8.870334730839388726e+01 1.958366170310092895e-07
1.116708980377407130e+02 -5.368816766666729434e-08
1.405853312975872882e+02 -8.520899691384881619e-08
1.769864460960343422e+02 3.640406731963197665e-08
2.228127345334363838e+02 -7.468661646411540704e-08
2.805046135754906231e+02 -1.876330372754703332e-07
3.531343861556885599e+02 -2.049112424706625975e-07
4.445698525097302536e+02 -3.800673353665960801e-07
5.596802846420847573e+02 -4.368458124926929125e-07
7.045957328161139230e+02 -6.644252955638591460e-07
8.870334730839383610e+02 -8.456522992999733106e-07
