# theta, gamma_x
2.805046135754908576e+00 1.075741879829847357e-05
3.531343861556885511e+00 -3.497946115141366087e-06
4.445698525097306231e+00 1.232677617036786136e-05
5.596802846420849242e+00 -6.855510200062350512e-06
7.045957328161134292e+00 -8.447326237394138604e-06
8.870334730839386950e+00 -1.398954094712851273e-06
1.116708980377407912e+01 6.593110816488368159e-07
1.405853312975872704e+01 -3.037499739712978272e-06
1.769864460960344488e+01 6.912179653918418831e-07
2.228127345334363341e+01 1.809658881221515034e-06
2.805046135754907866e+01 -3.180293119462319890e-06
3.531343861556884889e+01 -2.548064876135281611e-06
4.445698525097307652e+01 5.540087696237329903e-07
5.596802846420851552e+01 -1.435551972857196833e-06
7.045957328161131272e+01 6.544490122161683700e-07
8.870334730839388726e+01 -1.546446320053462204e-06
1.116708980377407130e+02 -3.658671958476156540e-06
1.405853312975872882e+02 -4.338266463927058538e-06
1.769864460960343422e+02 -3.310157711827049849e-06
2.228127345334363838e+02 -3.138974008218417699e-06
2.805046135754906231e+02 -9.456596349953364599e-07
3.531343861556885599e+02 7.310103618356218965e-07
4.445698525097302536e+02 2.111208245685914949e-06
5.596802846420847573e+02 1.483574808005450829e-06
7.045957328161139230e+02 -2.141722851884426178e-07
8.870334730839383610e+02 4.071369103566193181e-06
