# theta, gamma_x
2.805046135754908576e+00 5.128844377293681849e-06
3.531343861556885511e+00 -6.591688600676481245e-06
4.445698525097306231e+00 -9.675065668802904537e-06
5.596802846420849242e+00 -9.798489731158671709e-06
7.045957328161134292e+00 -9.295009748002481113e-06
8.870334730839386950e+00 -1.513065849360795655e-06
1.116708980377407912e+01 1.133746246030137947e-06
1.405853312975872704e+01 -1.048226973925671157e-06
1.769864460960344488e+01 3.285735370212599260e-06
2.228127345334363341e+01 2.830456964043889436e-06
2.805046135754907866e+01 3.965337788963689217e-07
3.531343861556884889e+01 3.118305221820503509e-06
4.445698525097307652e+01 3.047461931274635732e-06
5.596802846420851552e+01 2.176240722438813607e-06
7.045957328161131272e+01 1.687661796984822407e-06
8.870334730839388726e+01 1.947455469584735349e-06
1.116708980377407130e+02 -5.558533274677473061e-07
1.405853312975872882e+02 -4.012015822816789517e-06
1.769864460960343422e+02 -6.457453840067912411e-06
2.228127345334363838e+02 -5.679844468382043383e-06
2.805046135754906231e+02 -5.668929768121533597e-06
3.531343861556885599e+02 -6.402664507038319576e-06
4.445698525097302536e+02 -7.480607360182647852e-06
5.596802846420847573e+02 -9.564229092573874055e-06
7.045957328161139230e+02 -1.215875402450118054e-05
8.870334730839383610e+02 -1.335541405022706073e-05
