# theta, gamma_x
2.805046135754908576e+00 5.240607043469852234e-06
3.531343861556885511e+00 5.628668022775016764e-06
4.445698525097306231e+00 9.596049398764549670e-06
5.596802846420849242e+00 3.995906845506353214e-06
7.045957328161134292e+00 2.518327847471982002e-06
8.870334730839386950e+00 4.439307048095680998e-06
1.116708980377407912e+01 4.145506170260137892e-06
1.405853312975872704e+01 -8.070457611073833885e-07
1.769864460960344488e+01 -3.549747201137822945e-06
2.228127345334363341e+01 -6.425418573295605881e-06
2.805046135754907866e+01 -1.223974279183856156e-06
3.531343861556884889e+01 7.914594060504069145e-07
4.445698525097307652e+01 3.009919178531972774e-06
5.596802846420851552e+01 2.072456388848028890e-06
7.045957328161131272e+01 2.449325286429950565e-06
8.870334730839388726e+01 3.449868904402923047e-06
1.116708980377407130e+02 6.721594966583845516e-07
1.405853312975872882e+02 1.697846454584607980e-06
1.769864460960343422e+02 -2.830153972578892310e-06
2.228127345334363838e+02 -7.498203501549267352e-06
2.805046135754906231e+02 -9.877741782497091071e-06
3.531343861556885599e+02 -7.708387929406742162e-06
4.445698525097302536e+02 -7.066476239175400102e-06
5.596802846420847573e+02 -9.075766129987304832e-06
7.045957328161139230e+02 -8.359815843277950439e-06
8.870334730839383610e+02 -2.150973736130078264e-06
