# theta, gamma_t
2.805046135754908576e+00 1.850290655097945081e-08
3.531343861556885511e+00 -1.201092754687829321e-08
4.445698525097306231e+00 4.858318595467137468e-08
5.596802846420849242e+00 -8.949411269398708026e-08
7.045957328161134292e+00 6.089250171308828332e-08
8.870334730839386950e+00 5.013946923002065738e-07
1.116708980377407912e+01 -7.204460493708957003e-08
1.405853312975872704e+01 -1.373225137784137479e-07
1.769864460960344488e+01 7.978889040551658541e-08
2.228127345334363341e+01 1.595627541492426973e-07
2.805046135754907866e+01 2.385758905237778343e-07
3.531343861556884889e+01 -1.323441562705435084e-07
4.445698525097307652e+01 5.942685455403675966e-08
5.596802846420851552e+01 -1.542418747914647588e-07
7.045957328161131272e+01 -2.715384216900861574e-07
8.870334730839388726e+01 -5.431330093733688706e-07
1.116708980377407130e+02 -1.032457198930552112e-06
1.405853312975872882e+02 -1.526207563643767599e-06
1.769864460960343422e+02 -1.934371246988286434e-06
2.228127345334363838e+02 -2.207238372322908528e-06
2.805046135754906231e+02 -2.109536820271470282e-06
3.531343861556885599e+02 -2.120628888672820128e-06
4.445698525097302536e+02 -2.055000960707730233e-06
5.596802846420847573e+02 -2.112609664848468895e-06
7.045957328161139230e+02 -2.644440003638249906e-06
8.870334730839383610e+02 -4.084859522429217824e-06
