# theta, gamma_t
2.805046135754908576e+00 6.568833172365283121e-04
3.531343861556885511e+00 4.707663063139725713e-04
4.445698525097306231e+00 4.233849254857731522e-04
5.596802846420849242e+00 3.387045756385628596e-04
7.045957328161134292e+00 2.734556042478745856e-04
8.870334730839386950e+00 1.839973263223001077e-04
1.116708980377407912e+01 1.375646910664372966e-04
1.405853312975872704e+01 1.248303142403616329e-04
1.769864460960344488e+01 1.161007287287077786e-04
2.228127345334363341e+01 8.872573540622098818e-05
2.805046135754907866e+01 8.548858846255881125e-05
3.531343861556884889e+01 6.843615087490331652e-05
4.445698525097307652e+01 5.914888361131680937e-05
5.596802846420851552e+01 4.587086118273594868e-05
7.045957328161131272e+01 2.994026574299847642e-05
8.870334730839388726e+01 2.364361852559337056e-05
1.116708980377407130e+02 1.859244632300540372e-05
1.405853312975872882e+02 1.324029044817139899e-05
1.769864460960343422e+02 9.061600711977338296e-06
2.228127345334363838e+02 6.341019257763295075e-06
2.805046135754906231e+02 5.885506428149838267e-06
3.531343861556885599e+02 7.357768070692057782e-06
4.445698525097302536e+02 8.643326219472559081e-06
5.596802846420847573e+02 1.237511860232356048e-05
7.045957328161139230e+02 -1.689185970640138155e-06
8.870334730839383610e+02 -1.312428064185348759e-05
