# theta, gamma_t
2.805046135754908576e+00 1.652628393513108987e-03
3.531343861556885511e+00 1.354252495988492698e-03
4.445698525097306231e+00 1.086013604290754844e-03
5.596802846420849242e+00 8.516415633966393324e-04
7.045957328161134292e+00 7.002482177044542849e-04
8.870334730839386950e+00 5.624861534669838665e-04
1.116708980377407912e+01 4.384703103830593098e-04
1.405853312975872704e+01 3.605691812834755728e-04
1.769864460960344488e+01 3.064299220319871000e-04
2.228127345334363341e+01 2.656225395937789188e-04
2.805046135754907866e+01 2.254132705087711361e-04
3.531343861556884889e+01 1.867788918008019537e-04
4.445698525097307652e+01 1.571143732916650761e-04
5.596802846420851552e+01 1.366219506445779687e-04
7.045957328161131272e+01 1.171394163101431964e-04
8.870334730839388726e+01 9.324316004711060292e-05
1.116708980377407130e+02 6.904666135443575034e-05
1.405853312975872882e+02 5.171777900954090183e-05
1.769864460960343422e+02 3.416598129674612024e-05
2.228127345334363838e+02 2.298189889032047675e-05
2.805046135754906231e+02 1.179710806730411090e-05
3.531343861556885599e+02 1.102601933479695807e-05
4.445698525097302536e+02 7.327409430663297144e-06
5.596802846420847573e+02 1.219030687609253575e-05
7.045957328161139230e+02 -6.063364784314520687e-06
8.870334730839383610e+02 -2.192210872135790309e-05
