# theta, gamma_t
2.805046135754908576e+00 6.232361456991095637e-04
3.531343861556885511e+00 4.715912137399771520e-04
4.445698525097306231e+00 3.690608782233574742e-04
5.596802846420849242e+00 3.807401627900103844e-04
7.045957328161134292e+00 2.737822346391052667e-04
8.870334730839386950e+00 2.344341278736512281e-04
1.116708980377407912e+01 2.315955026447537757e-04
1.405853312975872704e+01 2.015576438712594995e-04
1.769864460960344488e+01 1.657296858580201290e-04
2.228127345334363341e+01 1.417684052832820748e-04
2.805046135754907866e+01 1.269692351760293094e-04
3.531343861556884889e+01 1.184989339443971230e-04
4.445698525097307652e+01 1.045047049231644516e-04
5.596802846420851552e+01 9.611952962953438121e-05
7.045957328161131272e+01 7.577644110885051057e-05
8.870334730839388726e+01 3.884466500552915516e-05
1.116708980377407130e+02 2.638424292057269210e-05
1.405853312975872882e+02 1.720993086132730052e-05
1.769864460960343422e+02 7.533316897430384357e-06
2.228127345334363838e+02 1.664005498140887741e-06
2.805046135754906231e+02 -7.215480273704399911e-06
3.531343861556885599e+02 4.058966957092371386e-06
4.445698525097302536e+02 1.534501032202451271e-06
5.596802846420847573e+02 1.071239561736598325e-06
7.045957328161139230e+02 -6.362077838564119611e-06
8.870334730839383610e+02 -1.902375356983170875e-05
