# theta, gamma_t
2.805046135754908576e+00 4.249967022575758973e-04
3.531343861556885511e+00 3.693525317357944848e-04
4.445698525097306231e+00 2.670162814501960682e-04
5.596802846420849242e+00 2.094893352296994002e-04
7.045957328161134292e+00 1.735388850479530748e-04
8.870334730839386950e+00 1.997619950847247575e-04
1.116708980377407912e+01 1.509378671553624038e-04
1.405853312975872704e+01 1.226898063920231334e-04
1.769864460960344488e+01 1.243517401646508180e-04
2.228127345334363341e+01 1.159377775465032285e-04
2.805046135754907866e+01 9.617008797621032397e-05
3.531343861556884889e+01 8.618499309695532463e-05
4.445698525097307652e+01 7.393531046025326569e-05
5.596802846420851552e+01 6.886265558562039641e-05
7.045957328161131272e+01 5.701492905097127950e-05
8.870334730839388726e+01 3.709255461067921696e-05
1.116708980377407130e+02 3.402137093313275249e-05
1.405853312975872882e+02 2.210203013420514856e-05
1.769864460960343422e+02 6.448241835323042036e-06
2.228127345334363838e+02 -3.221384198703711842e-06
2.805046135754906231e+02 -7.102546924363903712e-06
3.531343861556885599e+02 -3.601040431608706396e-06
4.445698525097302536e+02 -2.124421837984767976e-06
5.596802846420847573e+02 4.044631660261442927e-06
7.045957328161139230e+02 -3.384196752858353337e-06
8.870334730839383610e+02 -1.618124885344189142e-05
