# theta, gamma_t
2.805046135754908576e+00 2.844812151233863380e-04
3.531343861556885511e+00 2.219379052555864611e-04
4.445698525097306231e+00 2.409657874291047165e-04
5.596802846420849242e+00 1.963323821001676040e-04
7.045957328161134292e+00 1.632316095573190450e-04
8.870334730839386950e+00 1.060645718254692112e-04
1.116708980377407912e+01 7.405092118811817427e-05
1.405853312975872704e+01 1.065832720780967528e-04
1.769864460960344488e+01 1.043634529876085273e-04
2.228127345334363341e+01 8.380776723168693377e-05
2.805046135754907866e+01 6.665201678599093035e-05
3.531343861556884889e+01 5.941200485127403849e-05
4.445698525097307652e+01 4.974848446263646266e-05
5.596802846420851552e+01 4.118769241973977411e-05
7.045957328161131272e+01 2.541819213054423481e-05
8.870334730839388726e+01 2.074550588132721083e-05
1.116708980377407130e+02 6.116237381362177692e-06
1.405853312975872882e+02 -2.399153120840787378e-06
1.769864460960343422e+02 -8.870227289607843124e-06
2.228127345334363838e+02 -1.219676049307474684e-05
2.805046135754906231e+02 -1.490924640985090348e-05
3.531343861556885599e+02 -9.821858484534843389e-06
4.445698525097302536e+02 -7.340315538064516045e-06
5.596802846420847573e+02 5.040764803805071987e-07
7.045957328161139230e+02 -8.130613655378995372e-06
8.870334730839383610e+02 -1.529933682890833904e-05
