# theta, gamma_t
2.805046135754908576e+00 6.090762503830739823e-05
3.531343861556885511e+00 1.622025142192023647e-04
4.445698525097306231e+00 4.724176305313488265e-05
5.596802846420849242e+00 4.993316622308101944e-05
7.045957328161134292e+00 5.798251826199098211e-05
8.870334730839386950e+00 2.648369249770621923e-05
1.116708980377407912e+01 2.504434577899724483e-05
1.405853312975872704e+01 2.874511498579762712e-05
1.769864460960344488e+01 1.753247351722512593e-05
2.228127345334363341e+01 1.878949849337250877e-05
2.805046135754907866e+01 4.403254798603278444e-06
3.531343861556884889e+01 2.493953329535532779e-05
4.445698525097307652e+01 9.862067649817052905e-06
5.596802846420851552e+01 4.354009646980561546e-06
7.045957328161131272e+01 8.168727199223364615e-06
8.870334730839388726e+01 6.571104814906573816e-06
1.116708980377407130e+02 2.322141259020317807e-06
1.405853312975872882e+02 2.738048719509338906e-07
1.769864460960343422e+02 -7.578535706745670294e-06
2.228127345334363838e+02 -4.770213738194221423e-06
2.805046135754906231e+02 -2.115499965305835741e-06
3.531343861556885599e+02 2.529482847164871913e-07
4.445698525097302536e+02 -4.092940246653142242e-07
5.596802846420847573e+02 -1.315571412486998636e-06
7.045957328161139230e+02 -4.402321258871943770e-07
8.870334730839383610e+02 -8.124676966825069373e-07
