# theta, gamma_t
2.805046135754908576e+00 1.045790551611800292e-03
3.531343861556885511e+00 9.948185550279228882e-04
4.445698525097306231e+00 8.238318405713236127e-04
5.596802846420849242e+00 6.816050205654214942e-04
7.045957328161134292e+00 5.566076385976311339e-04
8.870334730839386950e+00 4.511848703535737532e-04
1.116708980377407912e+01 3.510517294093226659e-04
1.405853312975872704e+01 2.854025487043562325e-04
1.769864460960344488e+01 2.533470305953581278e-04
2.228127345334363341e+01 1.974389832294298427e-04
2.805046135754907866e+01 1.716181271096905124e-04
3.531343861556884889e+01 1.364044654867285799e-04
4.445698525097307652e+01 1.364577568365872009e-04
5.596802846420851552e+01 1.039077145099939428e-04
7.045957328161131272e+01 8.075920581985423282e-05
8.870334730839388726e+01 6.192977198909069129e-05
1.116708980377407130e+02 4.691813196760341717e-05
1.405853312975872882e+02 3.439594200526547056e-05
1.769864460960343422e+02 2.732458733127352555e-05
2.228127345334363838e+02 2.161258893355892227e-05
2.805046135754906231e+02 1.628400547732188579e-05
3.531343861556885599e+02 1.701016076373599399e-05
4.445698525097302536e+02 1.685610920907016833e-05
5.596802846420847573e+02 1.753915806246085141e-05
7.045957328161139230e+02 3.209646120183557709e-06
8.870334730839383610e+02 -9.055956911271486196e-06
