# theta, gammat_err
2.805046135754908576e+00 5.122833790298938708e-05
3.531343861556885511e+00 4.187266491679900361e-05
4.445698525097306231e+00 3.181666734736983751e-05
5.596802846420849242e+00 2.558073986861204730e-05
7.045957328161134292e+00 2.023266866877371093e-05
8.870334730839386950e+00 1.729783422348081566e-05
1.116708980377407912e+01 1.503665491992378516e-05
1.405853312975872704e+01 1.176008976636714283e-05
1.769864460960344488e+01 8.744415173806283423e-06
2.228127345334363341e+01 8.245015071550068254e-06
2.805046135754907866e+01 6.349559377784827348e-06
3.531343861556884889e+01 6.212066404960927423e-06
4.445698525097307652e+01 5.674610576250691353e-06
5.596802846420851552e+01 5.142078840671290312e-06
7.045957328161131272e+01 4.520161167391882119e-06
8.870334730839388726e+01 4.496771900201201674e-06
1.116708980377407130e+02 3.931083721956124933e-06
1.405853312975872882e+02 3.903017501294971183e-06
1.769864460960343422e+02 3.825873618547333091e-06
2.228127345334363838e+02 3.791645394341686701e-06
2.805046135754906231e+02 3.217208824019535243e-06
3.531343861556885599e+02 2.815760195684579150e-06
4.445698525097302536e+02 2.167616586723811710e-06
5.596802846420847573e+02 1.846569648869199208e-06
7.045957328161139230e+02 1.738292193945338000e-06
8.870334730839383610e+02 1.528794441252423372e-06
