# theta, gammat_err
2.805046135754908576e+00 5.679083370060340253e-05
3.531343861556885511e+00 4.339284344155892588e-05
4.445698525097306231e+00 3.793247050783256694e-05
5.596802846420849242e+00 3.187561824706137010e-05
7.045957328161134292e+00 2.600433248878036754e-05
8.870334730839386950e+00 2.141725545801800867e-05
1.116708980377407912e+01 1.862759569067352544e-05
1.405853312975872704e+01 1.501424236867572786e-05
1.769864460960344488e+01 1.347161532319553555e-05
2.228127345334363341e+01 1.136649777563123141e-05
2.805046135754907866e+01 9.378027919320317357e-06
3.531343861556884889e+01 7.874390192191983769e-06
4.445698525097307652e+01 7.892902885208741574e-06
5.596802846420851552e+01 6.911147546946580588e-06
7.045957328161131272e+01 6.720776852101053977e-06
8.870334730839388726e+01 6.394921067566513255e-06
1.116708980377407130e+02 6.487028388198098093e-06
1.405853312975872882e+02 6.390759620429039477e-06
1.769864460960343422e+02 5.860141941824976643e-06
2.228127345334363838e+02 6.231325895170111717e-06
2.805046135754906231e+02 6.179308516778465887e-06
3.531343861556885599e+02 6.084951679740122909e-06
4.445698525097302536e+02 5.479649454346786353e-06
5.596802846420847573e+02 4.324715011468854545e-06
7.045957328161139230e+02 3.360098584938470336e-06
8.870334730839383610e+02 3.343492923062809716e-06
