# theta, gammat_err
2.805046135754908576e+00 4.157757884419520356e-05
3.531343861556885511e+00 3.426869362417700021e-05
4.445698525097306231e+00 2.968947486234011312e-05
5.596802846420849242e+00 2.474094426388114709e-05
7.045957328161134292e+00 1.953573446526239384e-05
8.870334730839386950e+00 1.661351923829240251e-05
1.116708980377407912e+01 1.343984395101408566e-05
1.405853312975872704e+01 1.097379838345231605e-05
1.769864460960344488e+01 9.698794472965104746e-06
2.228127345334363341e+01 8.353131779870828528e-06
2.805046135754907866e+01 7.330912394701620518e-06
3.531343861556884889e+01 6.204333396280629276e-06
4.445698525097307652e+01 5.618791128754466115e-06
5.596802846420851552e+01 4.864346930841417058e-06
7.045957328161131272e+01 4.705808256508053958e-06
8.870334730839388726e+01 4.270089317630999835e-06
1.116708980377407130e+02 4.495225289820809134e-06
1.405853312975872882e+02 4.145972638227479851e-06
1.769864460960343422e+02 4.044883899226190145e-06
2.228127345334363838e+02 3.801408070097783585e-06
2.805046135754906231e+02 3.730639178165450882e-06
3.531343861556885599e+02 3.337415760917532778e-06
4.445698525097302536e+02 2.846669710890711279e-06
5.596802846420847573e+02 2.457020419310316448e-06
7.045957328161139230e+02 2.203234150067612217e-06
8.870334730839383610e+02 1.938113950501516896e-06
