# theta, gammat_err
2.805046135754908576e+00 4.623396253536052092e-05
3.531343861556885511e+00 4.164825230930862361e-05
4.445698525097306231e+00 3.184426959070634861e-05
5.596802846420849242e+00 2.458405512415089730e-05
7.045957328161134292e+00 2.013774035717294134e-05
8.870334730839386950e+00 1.801780806452213919e-05
1.116708980377407912e+01 1.488441224099374889e-05
1.405853312975872704e+01 1.178998447149371929e-05
1.769864460960344488e+01 1.063640830894419058e-05
2.228127345334363341e+01 9.399951205565042680e-06
2.805046135754907866e+01 7.066219647730926764e-06
3.531343861556884889e+01 7.070272307931435875e-06
4.445698525097307652e+01 6.884526206095734511e-06
5.596802846420851552e+01 6.782530946653621540e-06
7.045957328161131272e+01 5.954246648108320599e-06
8.870334730839388726e+01 6.152233349070921962e-06
1.116708980377407130e+02 6.009381297185966754e-06
1.405853312975872882e+02 5.736163993685256814e-06
1.769864460960343422e+02 5.453207660455297984e-06
2.228127345334363838e+02 5.845980210183414412e-06
2.805046135754906231e+02 5.425435878079996007e-06
3.531343861556885599e+02 5.095966773614386518e-06
4.445698525097302536e+02 4.635914221048045162e-06
5.596802846420847573e+02 3.458759346097925419e-06
7.045957328161139230e+02 3.139452348724925219e-06
8.870334730839383610e+02 2.585500920656851617e-06
