# theta, gammat_err
2.805046135754908576e+00 5.157663754748439196e-05
3.531343861556885511e+00 3.868321358906027922e-05
4.445698525097306231e+00 3.200665860592845249e-05
5.596802846420849242e+00 2.368744674987782647e-05
7.045957328161134292e+00 2.263646617712790075e-05
8.870334730839386950e+00 1.799996258979272051e-05
1.116708980377407912e+01 1.361393236103687322e-05
1.405853312975872704e+01 1.253151747628656869e-05
1.769864460960344488e+01 1.016736084337743004e-05
2.228127345334363341e+01 8.483925006578678157e-06
2.805046135754907866e+01 7.033399727054331907e-06
3.531343861556884889e+01 5.965645713423525175e-06
4.445698525097307652e+01 5.733040103714525965e-06
5.596802846420851552e+01 4.996263279555163409e-06
7.045957328161131272e+01 4.647580440353560411e-06
8.870334730839388726e+01 4.262305392233214338e-06
1.116708980377407130e+02 4.087741419297775551e-06
1.405853312975872882e+02 3.612061141550121293e-06
1.769864460960343422e+02 3.496509064434551360e-06
2.228127345334363838e+02 3.161587001853565374e-06
2.805046135754906231e+02 3.136920368466297321e-06
3.531343861556885599e+02 2.734144889232062355e-06
4.445698525097302536e+02 2.427375998272583047e-06
5.596802846420847573e+02 2.052777977017634494e-06
7.045957328161139230e+02 1.830812103708677817e-06
8.870334730839383610e+02 1.487260869408006421e-06
