# theta, gammat_err
2.805046135754908576e+00 5.167332003376457655e-05
3.531343861556885511e+00 4.183867481849297708e-05
4.445698525097306231e+00 3.382191911313665340e-05
5.596802846420849242e+00 2.567023474606898483e-05
7.045957328161134292e+00 2.075179948754679834e-05
8.870334730839386950e+00 1.740902755919153386e-05
1.116708980377407912e+01 1.421734858912271579e-05
1.405853312975872704e+01 1.382460111194505929e-05
1.769864460960344488e+01 1.183164519772160165e-05
2.228127345334363341e+01 9.626187270216605843e-06
2.805046135754907866e+01 8.633762351650415152e-06
3.531343861556884889e+01 7.352881784545120264e-06
4.445698525097307652e+01 7.382666005450189421e-06
5.596802846420851552e+01 7.193055469907184925e-06
7.045957328161131272e+01 6.579340118211979203e-06
8.870334730839388726e+01 6.659440584116464464e-06
1.116708980377407130e+02 6.398406380349224348e-06
1.405853312975872882e+02 6.489480582723778165e-06
1.769864460960343422e+02 6.420333490143347945e-06
2.228127345334363838e+02 6.126414271091319581e-06
2.805046135754906231e+02 5.494023681265530506e-06
3.531343861556885599e+02 4.997533460534594516e-06
4.445698525097302536e+02 4.467673350134281521e-06
5.596802846420847573e+02 3.221440231429719419e-06
7.045957328161139230e+02 3.240927093251855599e-06
8.870334730839383610e+02 2.455796036301715969e-06
