# theta, gammat_err
2.805046135754908576e+00 4.381889116758993781e-05
3.531343861556885511e+00 3.480096765104753872e-05
4.445698525097306231e+00 2.833104336184241021e-05
5.596802846420849242e+00 2.231949390022608393e-05
7.045957328161134292e+00 1.879707038619113122e-05
8.870334730839386950e+00 1.519349521047350378e-05
1.116708980377407912e+01 1.320038677859770961e-05
1.405853312975872704e+01 1.091568970219431748e-05
1.769864460960344488e+01 1.064516715354731957e-05
2.228127345334363341e+01 8.193189358309334216e-06
2.805046135754907866e+01 7.075029449716620808e-06
3.531343861556884889e+01 6.902961576465393120e-06
4.445698525097307652e+01 6.867420463656878179e-06
5.596802846420851552e+01 6.526626280641080218e-06
7.045957328161131272e+01 5.807977093808659749e-06
8.870334730839388726e+01 5.587475287640080887e-06
1.116708980377407130e+02 5.037978121752505366e-06
1.405853312975872882e+02 4.660983409401874136e-06
1.769864460960343422e+02 4.615401554048882505e-06
2.228127345334363838e+02 4.512574130546843379e-06
2.805046135754906231e+02 4.133272300792733673e-06
3.531343861556885599e+02 3.971117120302432513e-06
4.445698525097302536e+02 3.237762714812084581e-06
5.596802846420847573e+02 2.347802573270171015e-06
7.045957328161139230e+02 2.181707474604604509e-06
8.870334730839383610e+02 1.899949787642086216e-06
