# theta, gammat_err
2.805046135754908576e+00 5.175811313500327962e-05
3.531343861556885511e+00 3.893698780469497558e-05
4.445698525097306231e+00 3.159366311699188663e-05
5.596802846420849242e+00 2.566230123420369105e-05
7.045957328161134292e+00 2.039321866520983981e-05
8.870334730839386950e+00 1.660456587875938400e-05
1.116708980377407912e+01 1.393126516492755632e-05
1.405853312975872704e+01 1.097307425865265289e-05
1.769864460960344488e+01 9.876876107581727065e-06
2.228127345334363341e+01 8.253744939171643523e-06
2.805046135754907866e+01 7.085742068295608050e-06
3.531343861556884889e+01 6.057710584538410457e-06
4.445698525097307652e+01 5.514081824290568293e-06
5.596802846420851552e+01 5.140009089144199058e-06
7.045957328161131272e+01 4.972507821245816299e-06
8.870334730839388726e+01 4.573724946521527931e-06
1.116708980377407130e+02 4.045657589620352816e-06
1.405853312975872882e+02 3.668924597017073544e-06
1.769864460960343422e+02 3.355696437624137926e-06
2.228127345334363838e+02 3.516099924570310918e-06
2.805046135754906231e+02 3.473690129527936541e-06
3.531343861556885599e+02 2.824989469498189918e-06
4.445698525097302536e+02 2.333734597447680020e-06
5.596802846420847573e+02 2.051803907258726082e-06
7.045957328161139230e+02 1.724081761279498161e-06
8.870334730839383610e+02 1.782903444881259335e-06
