# xi_im, xi_npair, xi_weight, Rg
-3.894696008874146896e-05 4.245562200000000000e+07 5.058170593971853256e+08 8.677572344203470234e-01
7.608716221662859150e-06 6.682248300000000000e+07 7.961181309057356119e+08 8.677572344203470234e-01
3.138838142057537929e-05 1.052017050000000000e+08 1.253269384021560431e+09 8.677572344203470234e-01
-6.709922128016161101e-06 1.656592300000000000e+08 1.973566270596991539e+09 8.677572344203470234e-01
-3.862438553822095504e-06 2.608899960000000000e+08 3.108249177615599155e+09 8.677572344203470234e-01
-6.686224857850200317e-06 4.112766550000000000e+08 4.899963329496858597e+09 8.677572344203470234e-01
-1.974197880135059849e-05 6.486739830000000000e+08 7.728450417670050621e+09 8.677572344203470234e-01
4.281044956414960901e-07 1.023248771000000000e+09 1.219160611181810760e+10 8.677572344203470234e-01
2.752283076236092978e-06 1.614410001000000000e+09 1.923599550620404434e+10 8.677572344203470234e-01
-2.150613372463376165e-06 2.548925151000000000e+09 3.037320919000435638e+10 8.677572344203470234e-01
5.337746103750092145e-07 4.023710653000000000e+09 4.795085768627242279e+10 8.677572344203470234e-01
2.818939153510236408e-06 6.350345675000000000e+09 7.568338171117015076e+10 8.677572344203470234e-01
8.000077266115923422e-07 1.001470619300000000e+10 1.193579236839905853e+11 8.677572344203470234e-01
4.029184266755600606e-06 1.577322462000000000e+10 1.879933897555718079e+11 8.677572344203470234e-01
-2.050241183095261425e-06 2.481923073500000000e+10 2.958096144150983276e+11 8.677572344203470234e-01
-8.899419393550657198e-06 3.897443798100000000e+10 4.644765357588934937e+11 8.677572344203470234e-01
-7.002713757378049148e-06 6.108080576800000000e+10 7.278321596880556641e+11 8.677572344203470234e-01
-1.017444148240989266e-05 9.548181964200000000e+10 1.137516209157740723e+12 8.677572344203470234e-01
-3.016523930708740026e-06 1.487608430180000000e+11 1.771746681346298828e+12 8.677572344203470234e-01
1.260209316021538076e-06 2.309230257290000000e+11 2.749538341115895020e+12 8.677572344203470234e-01
1.406539076206504175e-06 3.572297036350000000e+11 4.252271479777602539e+12 8.677572344203470234e-01
-1.914257349501629225e-06 5.499807431550000000e+11 6.544896705510878906e+12 8.677572344203470234e-01
-1.431592236712856345e-06 8.410219721590000000e+11 1.000544388243250781e+13 8.677572344203470234e-01
-3.795264205600874551e-06 1.273642667928000000e+12 1.514655994793784375e+13 8.677572344203470234e-01
-1.399494061610839776e-06 1.904117278765000000e+12 2.263327969242239453e+13 8.677572344203470234e-01
5.044249888823712058e-06 2.812041355747000000e+12 3.340952884956943359e+13 8.677572344203470234e-01
