# xi_im, xi_npair, xi_weight, Rg
-2.598213718832040930e-05 3.278453500000000000e+07 4.383659046053255200e+08 8.571271926354424586e-01
-3.539428362676967405e-05 5.160511500000000000e+07 6.899499986000076532e+08 8.571271926354424586e-01
2.718832960697697060e-06 8.127884700000000000e+07 1.086634490914657354e+09 8.571271926354424586e-01
5.360564786752969015e-06 1.279724830000000000e+08 1.710806674705209017e+09 8.571271926354424586e-01
-2.229476161058375293e-05 2.015936700000000000e+08 2.695059555653979778e+09 8.571271926354424586e-01
1.580140846794250069e-05 3.177482590000000000e+08 4.247634524564552784e+09 8.571271926354424586e-01
-1.006309760004936342e-05 5.011857770000000000e+08 6.699490269255691528e+09 8.571271926354424586e-01
-1.022655346740957635e-05 7.907920090000000000e+08 1.057139450172566032e+10 8.571271926354424586e-01
-8.573851637336966632e-06 1.247833910000000000e+09 1.668094238149803162e+10 8.571271926354424586e-01
-2.556886308279624550e-06 1.970292896000000000e+09 2.633924469849916077e+10 8.571271926354424586e-01
-2.536727535076879499e-06 3.110352900000000000e+09 4.157885900216233063e+10 8.571271926354424586e-01
-3.523722221352700986e-06 4.908903519000000000e+09 6.561863394307942200e+10 8.571271926354424586e-01
1.017416355318021151e-05 7.741503913000000000e+09 1.034755349417575836e+11 8.571271926354424586e-01
5.549212878683212198e-06 1.219363906300000000e+10 1.629712598873004761e+11 8.571271926354424586e-01
-4.323887693229443117e-08 1.918141093600000000e+10 2.563419870134947205e+11 8.571271926354424586e-01
3.254232076735048843e-06 3.011962678200000000e+10 4.024792484015656128e+11 8.571271926354424586e-01
8.688531637634463468e-07 4.719895697100000000e+10 6.305927785844953613e+11 8.571271926354424586e-01
-4.628224231036831027e-06 7.378872651100000000e+10 9.856443636313554688e+11 8.571271926354424586e-01
-1.017745291625582963e-05 1.149692781310000000e+11 1.535387594365216064e+12 8.571271926354424586e-01
-1.049275812510611986e-05 1.784782683720000000e+11 2.382953592390021973e+12 8.571271926354424586e-01
-7.709404805971019724e-06 2.760717481420000000e+11 3.685038712736637695e+12 8.571271926354424586e-01
-5.616036730061838631e-06 4.249391515120000000e+11 5.670477889652962891e+12 8.571271926354424586e-01
-8.535294971025268593e-06 6.492701210930000000e+11 8.660810541736500977e+12 8.571271926354424586e-01
-9.922383055023816143e-06 9.822230720510000000e+11 1.309646694317642383e+13 8.571271926354424586e-01
-1.254755791086656546e-05 1.467992509897000000e+12 1.956550214324186719e+13 8.571271926354424586e-01
-1.411390718892214858e-05 2.167053026311000000e+12 2.887305723759173828e+13 8.571271926354424586e-01
