# theta, gamma_x
2.805046135754705627e+00 2.665781467719900165e-05
3.531343861556119457e+00 -9.111328866503784333e-05
4.445698525095699516e+00 -3.210285517942634289e-05
5.596802846418014177e+00 6.885452399211206174e-06
7.045957328156546851e+00 -1.826550733538214220e-05
8.870334730832327708e+00 1.295275075224152040e-06
1.116708980376357552e+01 1.385299079264819432e-05
1.405853312974346814e+01 4.895326604895035050e-06
1.769864460958168095e+01 -4.624705022086065071e-06
2.228127345331300901e+01 -4.016266712874576276e-06
2.805046135750647807e+01 -3.559279076592948761e-06
3.531343861551010122e+01 -1.710107101273986542e-07
4.445698525089266440e+01 7.274783290585522060e-06
5.596802846409915588e+01 -2.794461561102587438e-06
7.045957328146349141e+01 -6.057029434745338628e-06
8.870334730819496372e+01 -3.651279024110491447e-06
1.116708980374742026e+02 -3.726361499746018136e-07
1.405853312972313063e+02 -4.116353581673736945e-06
1.769864460955607228e+02 5.022718069659460469e-07
2.228127345328078661e+02 -3.124491147897104532e-06
2.805046135746590039e+02 -7.507897907748588946e-06
3.531343861545901746e+02 -4.506997879746119811e-06
4.445698525082834749e+02 -5.353409787675812324e-06
5.596802846401818670e+02 -3.877116803439158395e-06
7.045957328136156548e+02 -2.389305657668348615e-06
8.870334730806664538e+02 -4.063732854697599087e-06
