# theta, gamma_x
2.805046135754908576e+00 2.131114191858768468e-07
3.531343861556885511e+00 -6.627886121414999925e-08
4.445698525097306231e+00 3.134907590620983118e-08
5.596802846420849242e+00 -3.698988665360039307e-08
7.045957328161134292e+00 -6.096375019671366993e-08
8.870334730839386950e+00 -4.622469952067395715e-09
1.116708980377407912e+01 -5.056579504462226654e-08
1.405853312975872704e+01 -1.251315844095921303e-08
1.769864460960344488e+01 1.423455139999963804e-07
2.228127345334363341e+01 7.676899986362517167e-08
2.805046135754907866e+01 2.893010992093356757e-08
3.531343861556884889e+01 4.167943733834213845e-08
4.445698525097307652e+01 5.246263216829242331e-08
5.596802846420851552e+01 5.755052957015552789e-08
7.045957328161131272e+01 4.664580327632113251e-08
8.870334730839388726e+01 3.154128420718797347e-09
1.116708980377407130e+02 1.424878885560286199e-08
1.405853312975872882e+02 -4.098364636899949877e-08
1.769864460960343422e+02 -5.216214125723207022e-08
2.228127345334363838e+02 -1.143251275116207351e-07
2.805046135754906231e+02 -1.649040752872363497e-07
3.531343861556885599e+02 -2.586372656108178751e-07
4.445698525097302536e+02 -4.323139611696194660e-07
5.596802846420847573e+02 -5.177700681146462191e-07
7.045957328161139230e+02 -3.691525407623122313e-07
8.870334730839383610e+02 -3.590136374024344535e-08
