# theta, gamma_x
2.805046135754908576e+00 3.379908560003250283e-08
3.531343861556885511e+00 9.092347662384779177e-08
4.445698525097306231e+00 -1.389136903921641971e-08
5.596802846420849242e+00 -7.957012090624485393e-08
7.045957328161134292e+00 5.000323583414698866e-08
8.870334730839386950e+00 -3.915320552418063759e-08
1.116708980377407912e+01 -7.553127279205841507e-08
1.405853312975872704e+01 -2.245529267302906201e-08
1.769864460960344488e+01 4.193329846506097606e-08
2.228127345334363341e+01 7.163902695634704778e-08
2.805046135754907866e+01 3.883651649943838938e-08
3.531343861556884889e+01 4.723925965303326260e-08
4.445698525097307652e+01 8.954735315559754145e-08
5.596802846420851552e+01 6.695959497009295936e-08
7.045957328161131272e+01 4.989544513302081750e-08
8.870334730839388726e+01 1.261276853290269333e-09
1.116708980377407130e+02 7.711766394573640407e-09
1.405853312975872882e+02 -3.978755113517330072e-08
1.769864460960343422e+02 -5.334726433475999982e-08
2.228127345334363838e+02 -1.152318323091431055e-07
2.805046135754906231e+02 -1.656988618983639965e-07
3.531343861556885599e+02 -2.570828984376067084e-07
4.445698525097302536e+02 -4.300854319669829286e-07
5.596802846420847573e+02 -5.181349689856406414e-07
7.045957328161139230e+02 -3.668932707459935387e-07
8.870334730839383610e+02 -3.377906646415763270e-08
