# theta, gammat_shot_noise
2.805046135754908576e+00 2.001792787904665680e-09
3.531343861556885511e+00 1.470885337726175206e-09
4.445698525097306231e+00 1.025471912335984111e-09
5.596802846420849242e+00 6.120467401422907051e-10
7.045957328161134292e+00 5.147030687889904373e-10
8.870334730839386950e+00 3.408704381625178186e-10
1.116708980377407912e+01 1.948965904530178214e-10
1.405853312975872704e+01 1.522273297131279448e-10
1.769864460960344488e+01 1.479234954359486617e-10
2.228127345334363341e+01 1.189778959312458455e-10
2.805046135754907866e+01 9.960510602511114633e-11
3.531343861556884889e+01 1.078881384210912572e-10
4.445698525097307652e+01 1.142911750833146395e-10
5.596802846420851552e+01 1.398683069239155549e-10
7.045957328161131272e+01 1.903122022486944922e-10
8.870334730839388726e+01 2.512778114579956300e-10
1.116708980377407130e+02 3.286865288078388973e-10
1.405853312975872882e+02 4.914599818730750070e-10
1.769864460960343422e+02 6.982355099639805400e-10
2.228127345334363838e+02 1.009850368129785556e-09
2.805046135754906231e+02 1.301750323001360908e-09
3.531343861556885599e+02 1.341615086799939109e-09
4.445698525097302536e+02 1.152515393290901677e-09
5.596802846420847573e+02 8.639269213625939064e-10
7.045957328161139230e+02 7.822518444042429244e-10
8.870334730839383610e+02 7.029709477850662246e-10
