# theta, gammat_shot_noise
2.805046135754908576e+00 2.130669342200581259e-09
3.531343861556885511e+00 1.450911196294479503e-09
4.445698525097306231e+00 8.493581860397872593e-10
5.596802846420849242e+00 5.426951551370133941e-10
7.045957328161134292e+00 3.571652457758447313e-10
8.870334730839386950e+00 1.946944061888119097e-10
1.116708980377407912e+01 1.642613884812120984e-10
1.405853312975872704e+01 1.093765755112280772e-10
1.769864460960344488e+01 7.414946935974076532e-11
2.228127345334363341e+01 8.189211303225664411e-11
2.805046135754907866e+01 6.884570790389501971e-11
3.531343861556884889e+01 7.257015128127269036e-11
4.445698525097307652e+01 8.136559837591605935e-11
5.596802846420851552e+01 1.002402557802489368e-10
7.045957328161131272e+01 1.249588153416899273e-10
8.870334730839388726e+01 1.744402521241164710e-10
1.116708980377407130e+02 2.576201375616796302e-10
1.405853312975872882e+02 3.878994968194906692e-10
1.769864460960343422e+02 5.751948760141918377e-10
2.228127345334363838e+02 8.971665291386047828e-10
2.805046135754906231e+02 1.171463675324537012e-09
3.531343861556885599e+02 1.191388773666615231e-09
4.445698525097302536e+02 1.022921110779022986e-09
5.596802846420847573e+02 7.612015370411288879e-10
7.045957328161139230e+02 6.326181034804525357e-10
8.870334730839383610e+02 6.740124093994711301e-10
