# theta, gammat_shot_noise
2.805046135754908576e+00 1.310297384795754577e-09
3.531343861556885511e+00 9.686719840098893925e-10
4.445698525097306231e+00 7.713297456051307645e-10
5.596802846420849242e+00 5.536368520223330291e-10
7.045957328161134292e+00 3.492727254477482278e-10
8.870334730839386950e+00 2.511872744473489984e-10
1.116708980377407912e+01 1.693959397105768837e-10
1.405853312975872704e+01 1.199621573514319901e-10
1.769864460960344488e+01 1.004911875204700034e-10
2.228127345334363341e+01 7.765100699971603574e-11
2.805046135754907866e+01 6.297881833868733242e-11
3.531343861556884889e+01 5.684472514898779900e-11
4.445698525097307652e+01 5.077946175696686328e-11
5.596802846420851552e+01 5.706175490992790217e-11
7.045957328161131272e+01 6.416891214483914613e-11
8.870334730839388726e+01 8.758384191424599614e-11
1.116708980377407130e+02 1.192603325786555366e-10
1.405853312975872882e+02 1.456515213090176953e-10
1.769864460960343422e+02 1.859754647417809408e-10
2.228127345334363838e+02 2.613094962626064962e-10
2.805046135754906231e+02 3.225082866914608103e-10
3.531343861556885599e+02 3.640265165204785469e-10
4.445698525097302536e+02 3.339505517326871530e-10
5.596802846420847573e+02 2.663061140257722095e-10
7.045957328161139230e+02 2.241397584351204123e-10
8.870334730839383610e+02 2.430281056566414299e-10
