# theta, gammat_shot_noise
2.805046135754908576e+00 2.336517798773895649e-09
3.531343861556885511e+00 1.157113814219351900e-09
4.445698525097306231e+00 8.768696253394880309e-10
5.596802846420849242e+00 4.563052209869723186e-10
7.045957328161134292e+00 3.955493803135815055e-10
8.870334730839386950e+00 2.422213408677794023e-10
1.116708980377407912e+01 1.593876591706562825e-10
1.405853312975872704e+01 1.319475792028317937e-10
1.769864460960344488e+01 9.826894243987962828e-11
2.228127345334363341e+01 8.364907692202772628e-11
2.805046135754907866e+01 7.804552859907844502e-11
3.531343861556884889e+01 5.579508717216829812e-11
4.445698525097307652e+01 7.017070437762771893e-11
5.596802846420851552e+01 7.636217943668107195e-11
7.045957328161131272e+01 8.169737171310961500e-11
8.870334730839388726e+01 1.166315527427667338e-10
1.116708980377407130e+02 1.821235656315330591e-10
1.405853312975872882e+02 2.793376042383508283e-10
1.769864460960343422e+02 4.085983638300873073e-10
2.228127345334363838e+02 5.639466872148183999e-10
2.805046135754906231e+02 6.715681864237929720e-10
3.531343861556885599e+02 6.599098964734962162e-10
4.445698525097302536e+02 5.390786074533384462e-10
5.596802846420847573e+02 4.475251360284854521e-10
7.045957328161139230e+02 4.274635395561051997e-10
8.870334730839383610e+02 3.877954128734712510e-10
