# theta, gamma_t
2.805046135754908576e+00 1.886084340687111663e-03
3.531343861556885511e+00 1.490188646966716674e-03
4.445698525097306231e+00 1.242585237425873276e-03
5.596802846420849242e+00 1.107197482401826253e-03
7.045957328161134292e+00 8.725680739119746291e-04
8.870334730839386950e+00 7.024367082829199123e-04
1.116708980377407912e+01 5.975704667817198978e-04
1.405853312975872704e+01 4.551655230265991324e-04
1.769864460960344488e+01 3.740174877772876709e-04
2.228127345334363341e+01 3.275656385593953956e-04
2.805046135754907866e+01 2.671561041470310073e-04
3.531343861556884889e+01 2.275081488176185110e-04
4.445698525097307652e+01 1.936855816825486449e-04
5.596802846420851552e+01 1.704653625920535926e-04
7.045957328161131272e+01 1.442920934634186656e-04
8.870334730839388726e+01 1.182782402493048744e-04
1.116708980377407130e+02 9.168630993192500289e-05
1.405853312975872882e+02 7.757265764999820223e-05
1.769864460960343422e+02 5.234149365311249356e-05
2.228127345334363838e+02 4.373758222771139450e-05
2.805046135754906231e+02 2.784221803902123417e-05
3.531343861556885599e+02 1.829924945136077418e-05
4.445698525097302536e+02 1.418200694024309940e-05
5.596802846420847573e+02 1.960142635708418392e-05
7.045957328161139230e+02 -3.762891021109619978e-06
8.870334730839383610e+02 -1.383952285106647621e-05
