# theta, gamma_t
2.805046135754908576e+00 1.214342800743932189e-04
3.531343861556885511e+00 -8.665953538452941904e-06
4.445698525097306231e+00 -4.117884456281680320e-06
5.596802846420849242e+00 -2.758224161095765113e-06
7.045957328161134292e+00 5.614766782276053462e-05
8.870334730839386950e+00 5.181087167277999739e-05
1.116708980377407912e+01 3.693599092691647481e-05
1.405853312975872704e+01 5.066856232096920243e-06
1.769864460960344488e+01 1.518176895886047484e-05
2.228127345334363341e+01 1.954895753872829361e-05
2.805046135754907866e+01 1.787058809211489923e-05
3.531343861556884889e+01 1.715646542360698933e-05
4.445698525097307652e+01 2.391853297000827609e-05
5.596802846420851552e+01 1.981295703696617859e-05
7.045957328161131272e+01 1.674459700577252686e-05
8.870334730839388726e+01 2.430374165310028291e-06
1.116708980377407130e+02 4.909473886165323993e-07
1.405853312975872882e+02 -1.071562359769997733e-05
1.769864460960343422e+02 -1.738988294274228154e-05
2.228127345334363838e+02 -1.858441753977646969e-05
2.805046135754906231e+02 -2.200795093201819884e-05
3.531343861556885599e+02 -1.581270721100724492e-05
4.445698525097302536e+02 -3.647998298348641748e-06
5.596802846420847573e+02 6.162031693434823645e-06
7.045957328161139230e+02 -5.608323498459847893e-06
8.870334730839383610e+02 -1.664421785682241754e-05
