# theta, gamma_t
2.805046135754908576e+00 3.828882112028937401e-05
3.531343861556885511e+00 5.229349978003454587e-05
4.445698525097306231e+00 7.975603309947956461e-05
5.596802846420849242e+00 -1.323520862134941948e-05
7.045957328161134292e+00 7.923887032569520929e-05
8.870334730839386950e+00 3.524753073422740290e-05
1.116708980377407912e+01 3.125911159315870462e-05
1.405853312975872704e+01 1.600789106269867137e-05
1.769864460960344488e+01 4.642674616555112217e-06
2.228127345334363341e+01 5.668699737596648986e-06
2.805046135754907866e+01 3.342998133951937039e-06
3.531343861556884889e+01 5.975847809746693979e-06
4.445698525097307652e+01 6.806594675001561541e-06
5.596802846420851552e+01 -1.316132801862547060e-06
7.045957328161131272e+01 -6.352534970240484688e-06
8.870334730839388726e+01 -1.804077752806829101e-07
1.116708980377407130e+02 -5.955889683014764597e-06
1.405853312975872882e+02 2.460905973342568905e-06
1.769864460960343422e+02 -4.550624522642875891e-06
2.228127345334363838e+02 -1.765131962792234522e-06
2.805046135754906231e+02 9.510337325617013742e-07
3.531343861556885599e+02 1.525744572064666906e-06
4.445698525097302536e+02 -2.401241204282339428e-07
5.596802846420847573e+02 6.239605666430402806e-07
7.045957328161139230e+02 -1.621579219277167992e-08
8.870334730839383610e+02 -1.709385943215706505e-06
