# theta, gamma_t
2.805046135754705627e+00 9.760761415892157044e-04
3.531343861556119457e+00 8.022567018028279803e-04
4.445698525095699516e+00 6.227900574726953501e-04
5.596802846418014177e+00 5.122413726177772134e-04
7.045957328156546851e+00 4.077595028984444016e-04
8.870334730832327708e+00 3.578449851681794682e-04
1.116708980376357552e+01 3.337931211307973217e-04
1.405853312974346814e+01 2.654825859710729236e-04
1.769864460958168095e+01 2.461086644853032975e-04
2.228127345331300901e+01 2.033560361917170723e-04
2.805046135750647807e+01 1.789842365871015869e-04
3.531343861551010122e+01 1.540658431593001064e-04
4.445698525089266440e+01 1.321398435896293882e-04
5.596802846409915588e+01 1.097479776377592993e-04
7.045957328146349141e+01 8.541759592018598538e-05
8.870334730819496372e+01 6.325440855924461018e-05
1.116708980374742026e+02 4.963298468709901885e-05
1.405853312972313063e+02 3.609907691981012213e-05
1.769864460955607228e+02 3.028837231658916513e-05
2.228127345328078661e+02 2.156977272611308662e-05
2.805046135746590039e+02 1.345868056437004392e-05
3.531343861545901746e+02 1.485647322682029725e-05
4.445698525082834749e+02 9.230224876976453839e-06
5.596802846401818670e+02 -7.361494453506844872e-07
7.045957328136156548e+02 3.401269433756450738e-07
8.870334730806664538e+02 1.146711307170777518e-06
