# theta, gamma_t
2.805046135754705627e+00 4.923387576640020011e-04
3.531343861556119457e+00 4.045961723435689003e-04
4.445698525095699516e+00 2.393358861777970218e-04
5.596802846418014177e+00 2.503573344861742067e-04
7.045957328156546851e+00 1.658235772288843210e-04
8.870334730832327708e+00 2.073564408543388860e-04
1.116708980376357552e+01 1.622741698727364406e-04
1.405853312974346814e+01 1.209979365998537518e-04
1.769864460958168095e+01 1.481784928758323545e-04
2.228127345331300901e+01 1.114384518234133451e-04
2.805046135750647807e+01 9.293915483510788243e-05
3.531343861551010122e+01 9.121262472749187226e-05
4.445698525089266440e+01 7.814669007067958793e-05
5.596802846409915588e+01 5.941398164559361008e-05
7.045957328146349141e+01 5.944525644469104828e-05
8.870334730819496372e+01 3.726158040276344248e-05
1.116708980374742026e+02 2.942650432632121612e-05
1.405853312972313063e+02 1.780791768855906885e-05
1.769864460955607228e+02 1.445748795474969975e-05
2.228127345328078661e+02 1.048983079910572194e-05
2.805046135746590039e+02 1.689217735328669877e-06
3.531343861545901746e+02 5.598482640201473963e-06
4.445698525082834749e+02 5.443267541553603725e-06
5.596802846401818670e+02 2.488548216265805258e-06
7.045957328136156548e+02 1.558340376691443057e-06
8.870334730806664538e+02 1.753516997961128239e-06
