# theta, gamma_t
2.805046135754705627e+00 2.176766653818061007e-03
3.531343861556119457e+00 1.749654216119198719e-03
4.445698525095699516e+00 1.442816883181275919e-03
5.596802846418014177e+00 1.074358234296390966e-03
7.045957328156546851e+00 8.272360995609398613e-04
8.870334730832327708e+00 6.891837224055782874e-04
1.116708980376357552e+01 5.726041765063076116e-04
1.405853312974346814e+01 4.438541492151977432e-04
1.769864460958168095e+01 4.093014751063274795e-04
2.228127345331300901e+01 3.249734606400169552e-04
2.805046135750647807e+01 2.955961981297751937e-04
3.531343861551010122e+01 2.351226911056878311e-04
4.445698525089266440e+01 2.104240339692390867e-04
5.596802846409915588e+01 1.762939057404239336e-04
7.045957328146349141e+01 1.464836682604085574e-04
8.870334730819496372e+01 1.206586845920287185e-04
1.116708980374742026e+02 9.655764498017230214e-05
1.405853312972313063e+02 7.873852680785385454e-05
1.769864460955607228e+02 6.733188633674494798e-05
2.228127345328078661e+02 5.235491730897723171e-05
2.805046135746590039e+02 4.027759487188457442e-05
3.531343861545901746e+02 2.655399950449911596e-05
4.445698525082834749e+02 1.406935149962468834e-05
5.596802846401818670e+02 7.575371254745100625e-06
7.045957328136156548e+02 3.128543229720786705e-06
8.870334730806664538e+02 -6.815602359893051610e-06
