# theta, gamma_t
2.805046135754705627e+00 8.110595347195814265e-05
3.531343861556119457e+00 7.407430596959343452e-05
4.445698525095699516e+00 5.381491839587302614e-05
5.596802846418014177e+00 3.996646930269414682e-07
7.045957328156546851e+00 6.904167628672641351e-05
8.870334730832327708e+00 1.446221863256459577e-05
1.116708980376357552e+01 3.746478001409179521e-05
1.405853312974346814e+01 1.167928289590618002e-05
1.769864460958168095e+01 1.269100473275427091e-05
2.228127345331300901e+01 1.856825451489044139e-05
2.805046135750647807e+01 1.009505952331539859e-05
3.531343861551010122e+01 1.643744016288202912e-05
4.445698525089266440e+01 1.024417991516419499e-05
5.596802846409915588e+01 3.669861544299569352e-06
7.045957328146349141e+01 4.367507344705488307e-06
8.870334730819496372e+01 2.084820566968041548e-06
1.116708980374742026e+02 7.600788806953123803e-07
1.405853312972313063e+02 3.878010579191082498e-06
1.769864460955607228e+02 4.907491358414903223e-06
2.228127345328078661e+02 4.383008039928821864e-06
2.805046135746590039e+02 4.228067014840887090e-06
3.531343861545901746e+02 4.495129847900022394e-06
4.445698525082834749e+02 1.038100862023637528e-06
5.596802846401818670e+02 -2.282768899102033088e-07
7.045957328136156548e+02 1.538246829868126911e-06
8.870334730806664538e+02 1.874672380413380237e-07
