# theta, gamma_t
2.805046135754705627e+00 1.717889761349830841e-03
3.531343861556119457e+00 1.241345596459356333e-03
4.445698525095699516e+00 9.112376656822308721e-04
5.596802846418014177e+00 7.525775636634158975e-04
7.045957328156546851e+00 6.192516681698348067e-04
8.870334730832327708e+00 5.246285995788054065e-04
1.116708980376357552e+01 4.005866347099313446e-04
1.405853312974346814e+01 3.461781723811053124e-04
1.769864460958168095e+01 3.121700810160887092e-04
2.228127345331300901e+01 2.666226784400743525e-04
2.805046135750647807e+01 2.463199386262021509e-04
3.531343861551010122e+01 2.128288388966625879e-04
4.445698525089266440e+01 1.791060893535793342e-04
5.596802846409915588e+01 1.423805821491338868e-04
7.045957328146349141e+01 1.270709935799651440e-04
8.870334730819496372e+01 1.018968338911941350e-04
1.116708980374742026e+02 8.008129170097478427e-05
1.405853312972313063e+02 6.183361347520969424e-05
1.769864460955607228e+02 4.841467991969411520e-05
2.228127345328078661e+02 3.427906655569987036e-05
2.805046135746590039e+02 2.452545630848414155e-05
3.531343861545901746e+02 1.632976889021737018e-05
4.445698525082834749e+02 9.933157222252850423e-06
5.596802846401818670e+02 8.747799714014054754e-06
7.045957328136156548e+02 5.779300571400068420e-06
8.870334730806664538e+02 3.394718579696394524e-06
