# theta, gamma_x
2.805046135754908576e+00 -2.067963097747579217e-06
3.531343861556885511e+00 -3.527159498384133124e-05
4.445698525097306231e+00 2.801688501844216885e-05
5.596802846420849242e+00 -8.984592323419259837e-06
7.045957328161134292e+00 -1.906103633968630455e-06
8.870334730839386950e+00 -1.727629676211744534e-05
1.116708980377407912e+01 3.387304966795585021e-05
1.405853312975872704e+01 1.494354819397932844e-05
1.769864460960344488e+01 3.752376623817695822e-06
2.228127345334363341e+01 2.122444865004198542e-05
2.805046135754907866e+01 -2.211576357101290557e-06
3.531343861556884889e+01 4.031740251011438631e-06
4.445698525097307652e+01 4.359843043310112026e-06
5.596802846420851552e+01 1.030328377995236977e-05
7.045957328161131272e+01 5.652556025061713901e-06
8.870334730839388726e+01 -1.727061870453065551e-06
1.116708980377407130e+02 -7.022093112399951668e-07
1.405853312975872882e+02 -3.356875019621483436e-06
1.769864460960343422e+02 -2.553335403512593813e-06
2.228127345334363838e+02 -7.134881996213417987e-06
2.805046135754906231e+02 -2.006413337392461241e-06
3.531343861556885599e+02 2.506285819525588555e-07
4.445698525097302536e+02 3.192010259398103096e-06
5.596802846420847573e+02 -6.276170363550373531e-07
7.045957328161139230e+02 1.780801286272820595e-07
8.870334730839383610e+02 1.629629441261288064e-06
