# theta, gamma_x
2.805046135754908576e+00 -2.991101076741137869e-05
3.531343861556885511e+00 -5.876808856854947097e-05
4.445698525097306231e+00 -1.092693040549164445e-04
5.596802846420849242e+00 4.143264967614764942e-05
7.045957328161134292e+00 1.575028198807809738e-05
8.870334730839386950e+00 2.730070901242986865e-05
1.116708980377407912e+01 -1.810817150742602177e-05
1.405853312975872704e+01 1.207339853943318047e-06
1.769864460960344488e+01 1.417849003555346681e-05
2.228127345334363341e+01 -6.541581023061649236e-06
2.805046135754907866e+01 -5.184874226147907626e-06
3.531343861556884889e+01 2.842449435575033258e-06
4.445698525097307652e+01 7.058170124813025499e-06
5.596802846420851552e+01 1.330088375723869160e-05
7.045957328161131272e+01 -2.252916854811551163e-06
8.870334730839388726e+01 -8.427985985003728545e-06
1.116708980377407130e+02 4.085438827910171009e-07
1.405853312975872882e+02 -1.641506475436483871e-06
1.769864460960343422e+02 -9.780584403508757918e-07
2.228127345334363838e+02 1.232539778224335127e-06
2.805046135754906231e+02 -1.817985412819086388e-06
3.531343861556885599e+02 -3.201371012506801674e-06
4.445698525097302536e+02 1.308399615210566908e-06
5.596802846420847573e+02 -4.649415433743233595e-07
7.045957328161139230e+02 -1.398145315979622358e-06
8.870334730839383610e+02 -1.697097547247341156e-06
