# theta, gamma_x
2.805046135754908576e+00 -2.741341840569002156e-05
3.531343861556885511e+00 -5.044830554509327735e-05
4.445698525097306231e+00 2.847386309488636957e-05
5.596802846420849242e+00 1.344083217492618071e-05
7.045957328161134292e+00 5.274893086057475553e-05
8.870334730839386950e+00 -2.103308335744688773e-05
1.116708980377407912e+01 -7.588452683344281462e-06
1.405853312975872704e+01 3.967620067058485911e-06
1.769864460960344488e+01 -2.879330246234203098e-05
2.228127345334363341e+01 -1.488911026504307222e-05
2.805046135754907866e+01 -1.386547126118132381e-05
3.531343861556884889e+01 -5.778067735175062394e-06
4.445698525097307652e+01 -6.245861890153845985e-06
5.596802846420851552e+01 -2.312208366911659158e-06
7.045957328161131272e+01 4.997364960114932791e-06
8.870334730839388726e+01 4.688892969656971801e-07
1.116708980377407130e+02 1.953891438278053927e-06
1.405853312975872882e+02 6.818334453810193733e-06
1.769864460960343422e+02 6.595563399530874414e-06
2.228127345334363838e+02 1.345861583296794608e-06
2.805046135754906231e+02 -3.354981098787145920e-06
3.531343861556885599e+02 -3.048508274620481979e-06
4.445698525097302536e+02 -2.212538185247527080e-06
5.596802846420847573e+02 -1.385722578062840188e-06
7.045957328161139230e+02 9.117519890019961493e-07
8.870334730839383610e+02 -2.270628422772226694e-06
