# theta, gamma_x
2.805046135754908576e+00 6.972078780613678991e-05
3.531343861556885511e+00 -4.775437546486413249e-05
4.445698525097306231e+00 -1.242426302831316155e-05
5.596802846420849242e+00 -6.074493824741140774e-07
7.045957328161134292e+00 -1.587916683193711491e-05
8.870334730839386950e+00 -2.314025890167332265e-05
1.116708980377407912e+01 -7.193657062417211729e-06
1.405853312975872704e+01 -4.442461798393181624e-06
1.769864460960344488e+01 -1.179252400275409374e-05
2.228127345334363341e+01 -6.787799763257565495e-07
2.805046135754907866e+01 1.603347451253879318e-05
3.531343861556884889e+01 1.428256537639797084e-05
4.445698525097307652e+01 -4.210668673016628476e-06
5.596802846420851552e+01 -5.411027124080199704e-06
7.045957328161131272e+01 -8.610836630934483059e-07
8.870334730839388726e+01 -6.706316230214316558e-08
1.116708980377407130e+02 3.167533535542269593e-08
1.405853312975872882e+02 -4.581604949770098166e-06
1.769864460960343422e+02 -3.082497623302256171e-06
2.228127345334363838e+02 -3.387863119091950021e-06
2.805046135754906231e+02 -3.884170723697730481e-06
3.531343861556885599e+02 -3.590733695723370084e-06
4.445698525097302536e+02 -3.458043913030574628e-06
5.596802846420847573e+02 -2.379438432515778803e-08
7.045957328161139230e+02 -1.952228370635742188e-06
8.870334730839383610e+02 -1.702198691000898701e-06
