# theta, gammat_shot_noise
2.805046135754908576e+00 2.653264820483566852e-09
3.531343861556885511e+00 1.525903921709053955e-09
4.445698525097306231e+00 9.787798392734427200e-10
5.596802846420849242e+00 6.721260950300007141e-10
7.045957328161134292e+00 4.188188381088942652e-10
8.870334730839386950e+00 3.042430106890542652e-10
1.116708980377407912e+01 2.137276931954205418e-10
1.405853312975872704e+01 1.351687233441491431e-10
1.769864460960344488e+01 1.028527065377651836e-10
2.228127345334363341e+01 7.814004979031076570e-11
2.805046135754907866e+01 7.675142499264681206e-11
3.531343861556884889e+01 5.417096878520045512e-11
4.445698525097307652e+01 6.488369559048123260e-11
5.596802846420851552e+01 6.814417333739004873e-11
7.045957328161131272e+01 8.311727587755322692e-11
8.870334730839388726e+01 1.252719251364527903e-10
1.116708980377407130e+02 1.912241313357213070e-10
1.405853312975872882e+02 2.914154131784041127e-10
1.769864460960343422e+02 4.092284688126538858e-10
2.228127345334363838e+02 5.769107580743853663e-10
2.805046135754906231e+02 6.441026171265615637e-10
3.531343861556885599e+02 6.320709259027983159e-10
4.445698525097302536e+02 5.211489630621295945e-10
5.596802846420847573e+02 4.476240824946087880e-10
7.045957328161139230e+02 4.319644982908494462e-10
8.870334730839383610e+02 3.898015358065812318e-10
