# theta, gammat_shot_noise
2.805046135754908576e+00 2.317895973759145523e-09
3.531343861556885511e+00 1.876543119028085173e-09
4.445698525097306231e+00 9.462130597367362935e-10
5.596802846420849242e+00 7.079184277379154941e-10
7.045957328161134292e+00 4.402805504594315941e-10
8.870334730839386950e+00 3.472226289942317107e-10
1.116708980377407912e+01 2.025951712221245042e-10
1.405853312975872704e+01 1.489534769353927713e-10
1.769864460960344488e+01 1.235368444125675051e-10
2.228127345334363341e+01 9.753090110358465644e-11
2.805046135754907866e+01 7.762266255850436002e-11
3.531343861556884889e+01 6.768356570372284842e-11
4.445698525097307652e+01 7.330603717112219759e-11
5.596802846420851552e+01 7.948137415400743137e-11
7.045957328161131272e+01 8.705081924154718230e-11
8.870334730839388726e+01 1.204662472688524240e-10
1.116708980377407130e+02 2.084417531659854514e-10
1.405853312975872882e+02 2.978698515410118178e-10
1.769864460960343422e+02 4.180139337134692326e-10
2.228127345334363838e+02 5.874870362055608706e-10
2.805046135754906231e+02 6.703758525740345223e-10
3.531343861556885599e+02 6.816642092656737606e-10
4.445698525097302536e+02 5.584739172471839955e-10
5.596802846420847573e+02 4.503867330858177423e-10
7.045957328161139230e+02 4.412345067867338986e-10
8.870334730839383610e+02 3.835589814154128094e-10
