# theta, gammat_shot_noise
2.805046135754908576e+00 2.108489349063451454e-09
3.531343861556885511e+00 1.342394491617240976e-09
4.445698525097306231e+00 8.331130595280564587e-10
5.596802846420849242e+00 6.044252697101697398e-10
7.045957328161134292e+00 3.915915590785757122e-10
8.870334730839386950e+00 2.452912056045749146e-10
1.116708980377407912e+01 1.960960282971621613e-10
1.405853312975872704e+01 1.461040026238855334e-10
1.769864460960344488e+01 1.097131026430747221e-10
2.228127345334363341e+01 7.913897473090155834e-11
2.805046135754907866e+01 7.551063763261187925e-11
3.531343861556884889e+01 5.812811082858237187e-11
4.445698525097307652e+01 6.000181991556138054e-11
5.596802846420851552e+01 5.922906894926642567e-11
7.045957328161131272e+01 6.865328510978654486e-11
8.870334730839388726e+01 9.041761090370029896e-11
1.116708980377407130e+02 1.089819341742425456e-10
1.405853312975872882e+02 1.327130770360890489e-10
1.769864460960343422e+02 1.738196726351306439e-10
2.228127345334363838e+02 2.455421205861680948e-10
2.805046135754906231e+02 3.417499876764700189e-10
3.531343861556885599e+02 3.756464384890651235e-10
4.445698525097302536e+02 3.476228924857417294e-10
5.596802846420847573e+02 2.773407761149061704e-10
7.045957328161139230e+02 2.342502623124875370e-10
8.870334730839383610e+02 2.431253912705478242e-10
