# theta, gammat_shot_noise
2.805046135754908576e+00 1.998913187044134209e-09
3.531343861556885511e+00 1.566516684778040457e-09
4.445698525097306231e+00 8.771627112696915043e-10
5.596802846420849242e+00 5.098530222466346032e-10
7.045957328161134292e+00 3.390131946792411400e-10
8.870334730839386950e+00 2.777018406767352876e-10
1.116708980377407912e+01 1.700962295329128160e-10
1.405853312975872704e+01 1.214107775718168260e-10
1.769864460960344488e+01 1.078366363255447973e-10
2.228127345334363341e+01 7.920145219329062173e-11
2.805046135754907866e+01 8.032086610487076842e-11
3.531343861556884889e+01 7.046968655619319659e-11
4.445698525097307652e+01 8.379288629906598818e-11
5.596802846420851552e+01 1.037356859587844977e-10
7.045957328161131272e+01 1.298980390048209871e-10
8.870334730839388726e+01 1.817083975954928650e-10
1.116708980377407130e+02 2.729797546801928123e-10
1.405853312975872882e+02 3.954482618193999575e-10
1.769864460960343422e+02 5.831873097818845079e-10
2.228127345334363838e+02 8.884860632750233447e-10
2.805046135754906231e+02 1.121449947234760725e-09
3.531343861556885599e+02 1.159408188074500791e-09
4.445698525097302536e+02 1.035480037957867255e-09
5.596802846420847573e+02 7.849985578572156868e-10
7.045957328161139230e+02 6.479228876639213090e-10
8.870334730839383610e+02 6.670171524625394927e-10
