# theta, gammat_shot_noise
2.805046135754908576e+00 1.613753086377173546e-09
3.531343861556885511e+00 1.098928182616743483e-09
4.445698525097306231e+00 7.537937613244231138e-10
5.596802846420849242e+00 4.397728086425077224e-10
7.045957328161134292e+00 3.403014677245209367e-10
8.870334730839386950e+00 2.101328466608580147e-10
1.116708980377407912e+01 1.663037217412937834e-10
1.405853312975872704e+01 1.246073235227263279e-10
1.769864460960344488e+01 1.184257732182600132e-10
2.228127345334363341e+01 8.806924477403393745e-11
2.805046135754907866e+01 7.482569931094482466e-11
3.531343861556884889e+01 7.979829738666779155e-11
4.445698525097307652e+01 1.062491943040980192e-10
5.596802846420851552e+01 1.359975262931196465e-10
7.045957328161131272e+01 1.613498448671666051e-10
8.870334730839388726e+01 2.135634159883750021e-10
1.116708980377407130e+02 3.157671759424273606e-10
1.405853312975872882e+02 5.005881560725849133e-10
1.769864460960343422e+02 7.079893616630852872e-10
2.228127345334363838e+02 1.047492209261354793e-09
2.805046135754906231e+02 1.310426202975822600e-09
3.531343861556885599e+02 1.307313091599813027e-09
4.445698525097302536e+02 1.161562270236271578e-09
5.596802846420847573e+02 8.763000259205015484e-10
7.045957328161139230e+02 7.668860291482891622e-10
8.870334730839383610e+02 6.976998739107407982e-10
