# theta, gammat_shot_noise
2.805046135754908576e+00 1.858015695047254051e-09
3.531343861556885511e+00 1.393200093130973015e-09
4.445698525097306231e+00 8.649858265347299612e-10
5.596802846420849242e+00 5.995079553533094367e-10
7.045957328161134292e+00 4.170743701605793474e-10
8.870334730839386950e+00 2.904618511900289906e-10
1.116708980377407912e+01 2.119656752274826401e-10
1.405853312975872704e+01 1.310974079820057146e-10
1.769864460960344488e+01 1.170281493798972686e-10
2.228127345334363341e+01 9.453861405938452915e-11
2.805046135754907866e+01 8.908638081992284293e-11
3.531343861556884889e+01 7.099095308768148688e-11
4.445698525097307652e+01 7.319430281411606701e-11
5.596802846420851552e+01 7.234407275339083255e-11
7.045957328161131272e+01 8.784983420169512602e-11
8.870334730839388726e+01 1.205258306775928372e-10
1.116708980377407130e+02 1.962950537072514605e-10
1.405853312975872882e+02 2.903740975821870676e-10
1.769864460960343422e+02 4.248092272733894004e-10
2.228127345334363838e+02 5.663367864788269638e-10
2.805046135754906231e+02 6.387808000539296812e-10
3.531343861556885599e+02 6.375604047932405847e-10
4.445698525097302536e+02 5.138191330242237513e-10
5.596802846420847573e+02 4.414882359978068161e-10
7.045957328161139230e+02 4.516913753949692220e-10
8.870334730839383610e+02 4.158628157183663750e-10
