# theta, gammat_shot_noise
2.805046135754908576e+00 1.667130217127128071e-09
3.531343861556885511e+00 1.070602187516849957e-09
4.445698525097306231e+00 6.624750451135626170e-10
5.596802846420849242e+00 4.196492765210821831e-10
7.045957328161134292e+00 3.041498878625691800e-10
8.870334730839386950e+00 2.354431341768023367e-10
1.116708980377407912e+01 1.273490771503658307e-10
1.405853312975872704e+01 1.065338965996732507e-10
1.769864460960344488e+01 9.678678621083716022e-11
2.228127345334363341e+01 5.885823455059573273e-11
2.805046135754907866e+01 6.019537185663761880e-11
3.531343861556884889e+01 5.849186699575235802e-11
4.445698525097307652e+01 6.012642180967005076e-11
5.596802846420851552e+01 5.902850576157440918e-11
7.045957328161131272e+01 6.851409724610621153e-11
8.870334730839388726e+01 7.930121393019583380e-11
1.116708980377407130e+02 9.965426526506042381e-11
1.405853312975872882e+02 1.247270565232865518e-10
1.769864460960343422e+02 1.694909564024149253e-10
2.228127345334363838e+02 2.512961067823114040e-10
2.805046135754906231e+02 3.327494921637108875e-10
3.531343861556885599e+02 3.502935315657823777e-10
4.445698525097302536e+02 3.355126250040916197e-10
5.596802846420847573e+02 2.695425438553318516e-10
7.045957328161139230e+02 2.289528325053279981e-10
8.870334730839383610e+02 2.461279682539125215e-10
