# theta, gammat_shot_noise
2.805046135754908576e+00 2.130825028568818060e-09
3.531343861556885511e+00 1.451293125530116091e-09
4.445698525097306231e+00 8.492290771296849383e-10
5.596802846420849242e+00 5.427287931734595328e-10
7.045957328161134292e+00 3.571510288360147993e-10
8.870334730839386950e+00 1.947958427479294519e-10
1.116708980377407912e+01 1.642370827156220223e-10
1.405853312975872704e+01 1.093272110319439296e-10
1.769864460960344488e+01 7.402741618343450932e-11
2.228127345334363341e+01 8.176208192427972885e-11
2.805046135754907866e+01 6.866619610450059131e-11
3.531343861556884889e+01 7.226631933514898933e-11
4.445698525097307652e+01 8.102677895793502123e-11
5.596802846420851552e+01 1.002107264748563701e-10
7.045957328161131272e+01 1.245646330911860770e-10
8.870334730839388726e+01 1.734019626486843667e-10
1.116708980377407130e+02 2.551029598460444005e-10
1.405853312975872882e+02 3.835479831830320266e-10
1.769864460960343422e+02 5.673718597761790809e-10
2.228127345334363838e+02 8.846343832368784483e-10
2.805046135754906231e+02 1.157646458036056274e-09
3.531343861556885599e+02 1.187528578901490307e-09
4.445698525097302536e+02 1.027991556097484918e-09
5.596802846420847573e+02 7.706653922284669900e-10
7.045957328161139230e+02 6.375792547252766457e-10
8.870334730839383610e+02 6.717702774023388103e-10
