# theta, gamma_t
2.805046135754908576e+00 3.339574801488487009e-06
3.531343861556885511e+00 1.148948257109373293e-06
4.445698525097306231e+00 -1.438424326821498935e-06
5.596802846420849242e+00 1.814626881093098403e-06
7.045957328161134292e+00 6.748436287047453401e-07
8.870334730839386950e+00 -9.337347373953197677e-07
1.116708980377407912e+01 3.878747423804377423e-07
1.405853312975872704e+01 6.511223698214328990e-07
1.769864460960344488e+01 -8.104797361514245934e-07
2.228127345334363341e+01 3.109988575015258144e-08
2.805046135754907866e+01 6.810862385818355388e-08
3.531343861556884889e+01 1.669613333586422191e-07
4.445698525097307652e+01 -5.534793004675922091e-07
5.596802846420851552e+01 -5.919467620256715670e-07
7.045957328161131272e+01 -3.516188432753610472e-07
8.870334730839388726e+01 -1.587129569894609805e-07
1.116708980377407130e+02 -7.642274187770845022e-07
1.405853312975872882e+02 -1.639751807407505797e-06
1.769864460960343422e+02 -1.938186929806966857e-06
2.228127345334363838e+02 -2.123484882704690418e-06
2.805046135754906231e+02 -2.273222439764309039e-06
3.531343861556885599e+02 -2.418644906786150409e-06
4.445698525097302536e+02 -2.110001185612213476e-06
5.596802846420847573e+02 -2.309332451504232934e-06
7.045957328161139230e+02 -2.726082561066279258e-06
8.870334730839383610e+02 -3.942641338399000781e-06
