# theta, gammat_shot_noise
2.805046135754908576e+00 1.560787966697962615e-09
3.531343861556885511e+00 8.863845025524681095e-10
4.445698525097306231e+00 7.030860340602564599e-10
5.596802846420849242e+00 4.573582521265810809e-10
7.045957328161134292e+00 2.525237966679143960e-10
8.870334730839386950e+00 2.129206236978605697e-10
1.116708980377407912e+01 1.734343381639262327e-10
1.405853312975872704e+01 1.390187033373376012e-10
1.769864460960344488e+01 9.555367969422211460e-11
2.228127345334363341e+01 8.776564558046550099e-11
2.805046135754907866e+01 7.120615227226790157e-11
3.531343861556884889e+01 6.634052745753103316e-11
4.445698525097307652e+01 9.254146773958423886e-11
5.596802846420851552e+01 1.116777879088065025e-10
7.045957328161131272e+01 1.414098258170669355e-10
8.870334730839388726e+01 1.858610063361355088e-10
1.116708980377407130e+02 2.821754319821220434e-10
1.405853312975872882e+02 4.079726725985255369e-10
1.769864460960343422e+02 6.025836394452968003e-10
2.228127345334363838e+02 8.833848917869783067e-10
2.805046135754906231e+02 1.184086884567866240e-09
3.531343861556885599e+02 1.191409952062921765e-09
4.445698525097302536e+02 1.042521001694653133e-09
5.596802846420847573e+02 7.678145162949373013e-10
7.045957328161139230e+02 6.350766593387540448e-10
8.870334730839383610e+02 6.620328674715667439e-10
