# theta, gammat_shot_noise
2.805046135754908576e+00 1.857950691048229900e-09
3.531343861556885511e+00 1.393144564965040428e-09
4.445698525097306231e+00 8.649794647654569080e-10
5.596802846420849242e+00 5.994804835377252830e-10
7.045957328161134292e+00 4.170687941039275949e-10
8.870334730839386950e+00 2.904335232627889187e-10
1.116708980377407912e+01 2.119557273153470014e-10
1.405853312975872704e+01 1.310896254151391436e-10
1.769864460960344488e+01 1.170269689323261152e-10
2.228127345334363341e+01 9.454443613719620779e-11
2.805046135754907866e+01 8.912548630216769345e-11
3.531343861556884889e+01 7.099021325714307026e-11
4.445698525097307652e+01 7.317791645416536211e-11
5.596802846420851552e+01 7.233577717171035618e-11
7.045957328161131272e+01 8.788386413765984242e-11
8.870334730839388726e+01 1.206499982033609613e-10
1.116708980377407130e+02 1.967172562171168545e-10
1.405853312975872882e+02 2.913190242607488752e-10
1.769864460960343422e+02 4.263600659495195851e-10
2.228127345334363838e+02 5.686314290961513157e-10
2.805046135754906231e+02 6.407493568597618615e-10
3.531343861556885599e+02 6.380501281568907838e-10
4.445698525097302536e+02 5.136767032968952264e-10
5.596802846420847573e+02 4.406794944855292759e-10
7.045957328161139230e+02 4.525588647007930525e-10
8.870334730839383610e+02 4.171515826990651190e-10
