# theta, gammat_shot_noise
2.805046135754908576e+00 2.317994841203598898e-09
3.531343861556885511e+00 1.876599056138762118e-09
4.445698525097306231e+00 9.462714849560049293e-10
5.596802846420849242e+00 7.078747173437618480e-10
7.045957328161134292e+00 4.403153320575898180e-10
8.870334730839386950e+00 3.471578394137632060e-10
1.116708980377407912e+01 2.025617126556617422e-10
1.405853312975872704e+01 1.489257152010438807e-10
1.769864460960344488e+01 1.235849676835713106e-10
2.228127345334363341e+01 9.759322930280636104e-11
2.805046135754907866e+01 7.770777031641236635e-11
3.531343861556884889e+01 6.767627333608175712e-11
4.445698525097307652e+01 7.325660440979903235e-11
5.596802846420851552e+01 7.944503023374325760e-11
7.045957328161131272e+01 8.715425653265183251e-11
8.870334730839388726e+01 1.205696303730844703e-10
1.116708980377407130e+02 2.085946825715480200e-10
1.405853312975872882e+02 2.983813496060819860e-10
1.769864460960343422e+02 4.193604818177771714e-10
2.228127345334363838e+02 5.896970186240466779e-10
2.805046135754906231e+02 6.721725519366518626e-10
3.531343861556885599e+02 6.821987305932914791e-10
4.445698525097302536e+02 5.588254057168474636e-10
5.596802846420847573e+02 4.506437051977038377e-10
7.045957328161139230e+02 4.420792643653650320e-10
8.870334730839383610e+02 3.850635356377798702e-10
