# theta, gammat_shot_noise
2.805046135754908576e+00 1.999125463848275347e-09
3.531343861556885511e+00 1.566472985893666526e-09
4.445698525097306231e+00 8.772692512882932514e-10
5.596802846420849242e+00 5.095961822326847782e-10
7.045957328161134292e+00 3.389127183230242150e-10
8.870334730839386950e+00 2.778106060252039306e-10
1.116708980377407912e+01 1.699448015040556208e-10
1.405853312975872704e+01 1.214683373112480164e-10
1.769864460960344488e+01 1.078918812292404489e-10
2.228127345334363341e+01 7.933714329157265446e-11
2.805046135754907866e+01 8.050968528462959900e-11
3.531343861556884889e+01 7.087798786188883930e-11
4.445698525097307652e+01 8.424642677864896780e-11
5.596802846420851552e+01 1.040492877749666724e-10
7.045957328161131272e+01 1.305082428094709374e-10
8.870334730839388726e+01 1.832849391852772909e-10
1.116708980377407130e+02 2.754222973074158764e-10
1.405853312975872882e+02 4.001155646836374877e-10
1.769864460960343422e+02 5.916120429125680525e-10
2.228127345334363838e+02 9.014662547562412014e-10
2.805046135754906231e+02 1.135732951811991529e-09
3.531343861556885599e+02 1.166403490378048899e-09
4.445698525097302536e+02 1.031843323593065920e-09
5.596802846420847573e+02 7.766297016804363804e-10
7.045957328161139230e+02 6.452793891834948159e-10
8.870334730839383610e+02 6.701672734106991488e-10
