# theta, boost
2.805046135754908576e+00 1.040405217524643655e+00
3.531343861556885511e+00 1.033225231350494377e+00
4.445698525097306231e+00 1.026906368831009608e+00
5.596802846420849242e+00 1.021951175362139530e+00
7.045957328161134292e+00 1.017912307559761365e+00
8.870334730839386950e+00 1.014567184273559963e+00
1.116708980377407912e+01 1.011917983511933183e+00
1.405853312975872704e+01 1.010057949295693369e+00
1.769864460960344488e+01 1.008412218459784793e+00
2.228127345334363341e+01 1.006911738788037303e+00
2.805046135754907866e+01 1.005651011428631003e+00
3.531343861556884889e+01 1.004332376137483385e+00
4.445698525097307652e+01 1.003343525436957373e+00
5.596802846420851552e+01 1.002658350355899453e+00
7.045957328161131272e+01 1.001979291425301177e+00
8.870334730839388726e+01 1.001415303759052078e+00
1.116708980377407130e+02 1.000949346531525785e+00
1.405853312975872882e+02 1.000693060689751279e+00
1.769864460960343422e+02 1.000847984709201333e+00
2.228127345334363838e+02 1.000908511860090000e+00
2.805046135754906231e+02 1.000937499915652396e+00
3.531343861556885599e+02 1.000880691076107665e+00
4.445698525097302536e+02 1.000562356335489289e+00
5.596802846420847573e+02 9.997303064037301734e-01
7.045957328161139230e+02 9.993907982591916372e-01
8.870334730839383610e+02 9.999897184284791685e-01
