# theta, boost
2.805046135754908576e+00 1.014965551963664669e+00
3.531343861556885511e+00 1.012828549393970379e+00
4.445698525097306231e+00 1.011184300504992528e+00
5.596802846420849242e+00 1.009597394816248883e+00
7.045957328161134292e+00 1.008194086305103321e+00
8.870334730839386950e+00 1.006884910203784234e+00
1.116708980377407912e+01 1.005826332700417103e+00
1.405853312975872704e+01 1.004852450559110988e+00
1.769864460960344488e+01 1.003863192955702921e+00
2.228127345334363341e+01 1.002939934277372380e+00
2.805046135754907866e+01 1.002313529575882489e+00
3.531343861556884889e+01 1.001702083919409070e+00
4.445698525097307652e+01 1.001268281438189911e+00
5.596802846420851552e+01 1.000974960747690989e+00
7.045957328161131272e+01 1.000726700267268399e+00
8.870334730839388726e+01 1.000260561665432535e+00
1.116708980377407130e+02 9.998345023459001002e-01
1.405853312975872882e+02 9.997808401150030111e-01
1.769864460960343422e+02 9.997042958307541527e-01
2.228127345334363838e+02 9.995815767522674422e-01
2.805046135754906231e+02 9.994461820337222635e-01
3.531343861556885599e+02 9.994539851916182105e-01
4.445698525097302536e+02 9.993153816190866179e-01
5.596802846420847573e+02 9.990446639474520607e-01
7.045957328161139230e+02 9.990272181751419511e-01
8.870334730839383610e+02 9.993756758922827110e-01
