# theta, boost
2.805046135754908576e+00 1.054320407515378699e+00
3.531343861556885511e+00 1.046408712236595262e+00
4.445698525097306231e+00 1.039926308160703528e+00
5.596802846420849242e+00 1.034381924741280434e+00
7.045957328161134292e+00 1.029282574261779493e+00
8.870334730839386950e+00 1.025041593624959502e+00
1.116708980377407912e+01 1.021226220294413567e+00
1.405853312975872704e+01 1.017651807349662096e+00
1.769864460960344488e+01 1.014553499100208533e+00
2.228127345334363341e+01 1.011786099790657145e+00
2.805046135754907866e+01 1.009373490575086851e+00
3.531343861556884889e+01 1.007296576678797351e+00
4.445698525097307652e+01 1.005561919840831653e+00
5.596802846420851552e+01 1.004065544070907645e+00
7.045957328161131272e+01 1.003002495545207484e+00
8.870334730839388726e+01 1.002168202429339239e+00
1.116708980377407130e+02 1.001604849960216148e+00
1.405853312975872882e+02 1.001512808119265907e+00
1.769864460960343422e+02 1.001453519853504170e+00
2.228127345334363838e+02 1.001613547588581454e+00
2.805046135754906231e+02 1.001647981542082677e+00
3.531343861556885599e+02 1.001696577450719161e+00
4.445698525097302536e+02 1.001273381711620836e+00
5.596802846420847573e+02 1.000286307162721045e+00
7.045957328161139230e+02 1.000243692883538760e+00
8.870334730839383610e+02 1.000559987445385435e+00
